Type,School Year,County,District,School,Agency Name,ELL Percentage,DataAsOf 
DI,20142015,54,0576,000,WAUSA PUBLIC SCHOOLS,-1.0000,06/23/2015
DI,20152016,54,0576,000,WAUSA PUBLIC SCHOOLS,-1.0000,11/16/2016
SC,20112012,54,0576,001,WAUSA HIGH SCHOOL,-1.0000,05/21/2013
SC,20122013,54,0576,001,WAUSA HIGH SCHOOL,-1.0000,06/21/2013
SC,20132014,54,0576,001,WAUSA HIGH SCHOOL,-1.0000,07/07/2014
SC,20142015,54,0576,001,WAUSA HIGH SCHOOL,-1.0000,06/23/2015
SC,20152016,54,0576,001,WAUSA HIGH SCHOOL,-1.0000,11/16/2016
SC,20112012,54,0576,002,WAUSA ELEMENTARY SCHOOL,-1.0000,05/21/2013
SC,20122013,54,0576,002,WAUSA ELEMENTARY SCHOOL,-1.0000,06/21/2013
SC,20132014,54,0576,002,WAUSA ELEMENTARY SCHOOL,-1.0000,07/07/2014
SC,20142015,54,0576,002,WAUSA ELEMENTARY SCHOOL,-1.0000,06/23/2015
SC,20152016,54,0576,002,WAUSA ELEMENTARY SCHOOL,-1.0000,11/16/2016
DI,20112012,54,0586,000,BLOOMFIELD COMMUNITY SCHOOLS,-1.0000,05/21/2013
DI,20122013,54,0586,000,BLOOMFIELD COMMUNITY SCHOOLS,-1.0000,06/21/2013
DI,20132014,54,0586,000,BLOOMFIELD COMMUNITY SCHOOLS,-1.0000,07/07/2014
DI,20142015,54,0586,000,BLOOMFIELD COMMUNITY SCHOOLS,-1.0000,06/23/2015
DI,20152016,54,0586,000,BLOOMFIELD COMMUNITY SCHOOLS,-1.0000,11/16/2016
SC,20112012,54,0586,001,BLOOMFIELD JR-SR HIGH SCHOOL,-1.0000,05/21/2013
SC,20122013,54,0586,001,BLOOMFIELD JR-SR HIGH SCHOOL,-1.0000,06/21/2013
SC,20132014,54,0586,001,BLOOMFIELD JR-SR HIGH SCHOOL,-1.0000,07/07/2014
SC,20142015,54,0586,001,BLOOMFIELD JR-SR HIGH SCHOOL,-1.0000,06/23/2015
SC,20152016,54,0586,001,BLOOMFIELD JR-SR HIGH SCHOOL,-1.0000,11/16/2016
SC,20112012,54,0586,002,BLOOMFIELD ELEMENTARY SCHOOL,-1.0000,05/21/2013
SC,20122013,54,0586,002,BLOOMFIELD ELEMENTARY SCHOOL,-1.0000,06/21/2013
SC,20132014,54,0586,002,BLOOMFIELD ELEMENTARY SCHOOL,-1.0000,07/07/2014
SC,20142015,54,0586,002,BLOOMFIELD ELEMENTARY SCHOOL,-1.0000,06/23/2015
SC,20152016,54,0586,002,BLOOMFIELD ELEMENTARY SCHOOL,-1.0000,11/16/2016
DI,20112012,55,0001,000,LINCOLN PUBLIC SCHOOLS,0.0701,05/21/2013
DI,20122013,55,0001,000,LINCOLN PUBLIC SCHOOLS,0.0647,06/21/2013
DI,20132014,55,0001,000,LINCOLN PUBLIC SCHOOLS,0.0721,07/07/2014
DI,20142015,55,0001,000,LINCOLN PUBLIC SCHOOLS,0.0665,06/23/2015
DI,20152016,55,0001,000,LINCOLN PUBLIC SCHOOLS,0.0662,11/16/2016
SC,20112012,55,0001,001,LINCOLN HIGH SCHOOL,0.1299,05/21/2013
SC,20122013,55,0001,001,LINCOLN HIGH SCHOOL,0.1271,06/21/2013
SC,20132014,55,0001,001,LINCOLN HIGH SCHOOL,0.1396,07/07/2014
SC,20142015,55,0001,001,LINCOLN HIGH SCHOOL,0.1040,06/23/2015
SC,20152016,55,0001,001,LINCOLN HIGH SCHOOL,0.1082,11/16/2016
SC,20112012,55,0001,002,C CULLER MIDDLE SCHOOL,0.0492,05/21/2013
SC,20122013,55,0001,002,C CULLER MIDDLE SCHOOL,0.0909,06/21/2013
SC,20132014,55,0001,002,C CULLER MIDDLE SCHOOL,0.1207,07/07/2014
SC,20142015,55,0001,002,C CULLER MIDDLE SCHOOL,0.0651,06/23/2015
SC,20152016,55,0001,002,CULLER MIDDLE SCHOOL,0.0778,11/16/2016
SC,20112012,55,0001,003,LINCOLN NORTHEAST HIGH SCHOOL,0.0090,05/21/2013
SC,20122013,55,0001,003,LINCOLN NORTHEAST HIGH SCHOOL,0.0091,06/21/2013
SC,20132014,55,0001,003,LINCOLN NORTHEAST HIGH SCHOOL,0.0068,07/07/2014
SC,20142015,55,0001,003,LINCOLN NORTHEAST HIGH SCHOOL,-1.0000,06/23/2015
SC,20152016,55,0001,003,LINCOLN NORTHEAST HIGH SCHOOL,-1.0000,11/16/2016
SC,20112012,55,0001,004,DAWES MIDDLE SCHOOL,0.0341,05/21/2013
SC,20122013,55,0001,004,DAWES MIDDLE SCHOOL,-1.0000,06/21/2013
SC,20132014,55,0001,004,DAWES MIDDLE SCHOOL,0.0297,07/07/2014
SC,20142015,55,0001,004,DAWES MIDDLE SCHOOL,-1.0000,06/23/2015
SC,20152016,55,0001,004,DAWES MIDDLE SCHOOL,-1.0000,11/16/2016
SC,20112012,55,0001,005,BELMONT ELEMENTARY SCHOOL,0.1871,05/21/2013
SC,20122013,55,0001,005,BELMONT ELEMENTARY SCHOOL,0.1768,06/21/2013
SC,20132014,55,0001,005,BELMONT ELEMENTARY SCHOOL,0.1984,07/07/2014
SC,20142015,55,0001,005,BELMONT ELEMENTARY SCHOOL,0.2107,06/23/2015
SC,20152016,55,0001,005,BELMONT ELEMENTARY SCHOOL,0.2243,11/16/2016
SC,20112012,55,0001,006,LINCOLN SOUTHEAST HIGH SCHOOL,0.0076,05/21/2013
SC,20122013,55,0001,006,LINCOLN SOUTHEAST HIGH SCHOOL,-1.0000,06/21/2013
SC,20132014,55,0001,006,LINCOLN SOUTHEAST HIGH SCHOOL,0.0055,07/07/2014
SC,20142015,55,0001,006,LINCOLN SOUTHEAST HIGH SCHOOL,-1.0000,06/23/2015
SC,20152016,55,0001,006,LINCOLN SOUTHEAST HIGH SCHOOL,-1.0000,11/16/2016
SC,20112012,55,0001,009,LINCOLN EAST HIGH SCHOOL,-1.0000,05/21/2013
SC,20122013,55,0001,009,LINCOLN EAST HIGH SCHOOL,0.0068,06/21/2013
SC,20132014,55,0001,009,LINCOLN EAST HIGH SCHOOL,-1.0000,07/07/2014
SC,20142015,55,0001,009,LINCOLN EAST HIGH SCHOOL,-1.0000,06/23/2015
SC,20152016,55,0001,009,LINCOLN EAST HIGH SCHOOL,-1.0000,11/16/2016
SC,20112012,55,0001,010,IRVING MIDDLE SCHOOL,-1.0000,05/21/2013
SC,20122013,55,0001,010,IRVING MIDDLE SCHOOL,-1.0000,06/21/2013
SC,20132014,55,0001,010,IRVING MIDDLE SCHOOL,0.0219,07/07/2014
SC,20142015,55,0001,010,IRVING MIDDLE SCHOOL,-1.0000,06/23/2015
SC,20152016,55,0001,010,IRVING MIDDLE SCHOOL,-1.0000,11/16/2016
SC,20112012,55,0001,011,BROWNELL ELEMENTARY SCHOOL,-1.0000,05/21/2013
SC,20122013,55,0001,011,BROWNELL ELEMENTARY SCHOOL,-1.0000,06/21/2013
SC,20132014,55,0001,011,BROWNELL ELEMENTARY SCHOOL,0.0442,07/07/2014
SC,20142015,55,0001,011,BROWNELL ELEMENTARY SCHOOL,0.0568,06/23/2015
SC,20152016,55,0001,011,BROWNELL ELEMENTARY SCHOOL,0.0472,11/16/2016
SC,20112012,55,0001,012,LEFLER MIDDLE SCHOOL,0.0186,05/21/2013
SC,20122013,55,0001,012,LEFLER MIDDLE SCHOOL,0.0158,06/21/2013
SC,20132014,55,0001,012,LEFLER MIDDLE SCHOOL,0.0261,07/07/2014
SC,20142015,55,0001,012,LEFLER MIDDLE SCHOOL,-1.0000,06/23/2015
SC,20152016,55,0001,012,LEFLER MIDDLE SCHOOL,-1.0000,11/16/2016
SC,20112012,55,0001,013,MICKLE MIDDLE SCHOOL,-1.0000,05/21/2013
SC,20122013,55,0001,013,MICKLE MIDDLE SCHOOL,-1.0000,06/21/2013
SC,20132014,55,0001,013,MICKLE MIDDLE SCHOOL,-1.0000,07/07/2014
SC,20142015,55,0001,013,MICKLE MIDDLE SCHOOL,-1.0000,06/23/2015
SC,20152016,55,0001,013,MICKLE MIDDLE SCHOOL,-1.0000,11/16/2016
SC,20112012,55,0001,014,CALVERT ELEMENTARY SCHOOL,0.0447,05/21/2013
SC,20122013,55,0001,014,CALVERT ELEMENTARY SCHOOL,0.0412,06/21/2013
SC,20132014,55,0001,014,CALVERT ELEMENTARY SCHOOL,0.0458,07/07/2014
SC,20142015,55,0001,014,CALVERT ELEMENTARY SCHOOL,0.0417,06/23/2015
SC,20152016,55,0001,014,CALVERT ELEMENTARY SCHOOL,-1.0000,11/16/2016
SC,20112012,55,0001,015,BRYAN COMMUNITY SCHOOL,-1.0000,05/21/2013
SC,20122013,55,0001,015,BRYAN COMMUNITY SCHOOL,-1.0000,06/21/2013
SC,20132014,55,0001,015,BRYAN COMMUNITY SCHOOL,-1.0000,07/07/2014
SC,20142015,55,0001,015,BRYAN COMMUNITY SCHOOL,-1.0000,06/23/2015
SC,20152016,55,0001,015,BRYAN COMMUNITY SCHOOL,-1.0000,11/16/2016
SC,20112012,55,0001,016,MC PHEE ELEMENTARY SCHOOL,0.2634,05/21/2013
SC,20122013,55,0001,016,MC PHEE ELEMENTARY SCHOOL,0.3319,06/21/2013
SC,20132014,55,0001,016,MC PHEE ELEMENTARY SCHOOL,0.2857,07/07/2014
SC,20142015,55,0001,016,MC PHEE ELEMENTARY SCHOOL,0.2951,06/23/2015
SC,20152016,55,0001,016,MCPHEE ELEMENTARY SCHOOL,0.2962,11/16/2016
SC,20112012,55,0001,017,POUND MIDDLE SCHOOL,-1.0000,05/21/2013
SC,20122013,55,0001,017,POUND MIDDLE SCHOOL,-1.0000,06/21/2013
SC,20132014,55,0001,017,POUND MIDDLE SCHOOL,-1.0000,07/07/2014
SC,20142015,55,0001,017,POUND MIDDLE SCHOOL,-1.0000,06/23/2015
SC,20152016,55,0001,017,POUND MIDDLE SCHOOL,-1.0000,11/16/2016
SC,20112012,55,0001,018,CLINTON ELEMENTARY SCHOOL,0.3204,05/21/2013
SC,20122013,55,0001,018,CLINTON ELEMENTARY SCHOOL,0.3275,06/21/2013
SC,20132014,55,0001,018,CLINTON ELEMENTARY SCHOOL,0.2832,07/07/2014
SC,20142015,55,0001,018,CLINTON ELEMENTARY SCHOOL,0.2651,06/23/2015
SC,20152016,55,0001,018,CLINTON ELEMENTARY SCHOOL,0.2886,11/16/2016
SC,20112012,55,0001,019,GOODRICH MIDDLE SCHOOL,0.0436,05/21/2013
SC,20122013,55,0001,019,GOODRICH MIDDLE SCHOOL,0.0595,06/21/2013
SC,20132014,55,0001,019,GOODRICH MIDDLE SCHOOL,0.0768,07/07/2014
SC,20142015,55,0001,019,GOODRICH MIDDLE SCHOOL,0.0897,06/23/2015
SC,20152016,55,0001,019,GOODRICH MIDDLE SCHOOL,0.1003,11/16/2016
SC,20112012,55,0001,021,EASTRIDGE ELEMENTARY SCHOOL,-1.0000,05/21/2013
SC,20122013,55,0001,021,EASTRIDGE ELEMENTARY SCHOOL,-1.0000,06/21/2013
SC,20132014,55,0001,021,EASTRIDGE ELEMENTARY SCHOOL,-1.0000,07/07/2014
SC,20142015,55,0001,021,EASTRIDGE ELEMENTARY SCHOOL,0.0609,06/23/2015
SC,20152016,55,0001,021,EASTRIDGE ELEMENTARY SCHOOL,0.0523,11/16/2016
SC,20112012,55,0001,022,ELLIOTT ELEMENTARY SCHOOL,0.3185,05/21/2013
SC,20122013,55,0001,022,ELLIOTT ELEMENTARY SCHOOL,0.3214,06/21/2013
SC,20132014,55,0001,022,ELLIOTT ELEMENTARY SCHOOL,0.3065,07/07/2014
SC,20142015,55,0001,022,ELLIOTT ELEMENTARY SCHOOL,0.3018,06/23/2015
SC,20152016,55,0001,022,ELLIOTT ELEMENTARY SCHOOL,0.3343,11/16/2016
SC,20112012,55,0001,023,ARNOLD ELEMENTARY SCHOOL,0.1390,05/21/2013
SC,20122013,55,0001,023,ARNOLD ELEMENTARY SCHOOL,0.0943,06/21/2013
SC,20132014,55,0001,023,ARNOLD ELEMENTARY SCHOOL,0.0735,07/07/2014
SC,20142015,55,0001,023,ARNOLD ELEMENTARY SCHOOL,0.0852,06/23/2015
SC,20152016,55,0001,023,ARNOLD ELEMENTARY SCHOOL,0.0872,11/16/2016
SC,20112012,55,0001,024,HARTLEY ELEMENTARY SCHOOL,0.2622,05/21/2013
SC,20122013,55,0001,024,HARTLEY ELEMENTARY SCHOOL,0.2564,06/21/2013
SC,20132014,55,0001,024,HARTLEY ELEMENTARY SCHOOL,0.2690,07/07/2014
SC,20142015,55,0001,024,HARTLEY ELEMENTARY SCHOOL,0.2555,06/23/2015
SC,20152016,55,0001,024,HARTLEY ELEMENTARY SCHOOL,0.2105,11/16/2016
SC,20112012,55,0001,027,HOLMES ELEMENTARY SCHOOL,0.2454,05/21/2013
SC,20122013,55,0001,027,HOLMES ELEMENTARY SCHOOL,0.1596,06/21/2013
SC,20132014,55,0001,027,HOLMES ELEMENTARY SCHOOL,0.0866,07/07/2014
SC,20142015,55,0001,027,HOLMES ELEMENTARY SCHOOL,0.0809,06/23/2015
SC,20152016,55,0001,027,HOLMES ELEMENTARY SCHOOL,0.0554,11/16/2016
SC,20112012,55,0001,028,HUNTINGTON ELEMENTARY SCHOOL,0.0350,05/21/2013
SC,20122013,55,0001,028,HUNTINGTON ELEMENTARY SCHOOL,0.0474,06/21/2013
SC,20132014,55,0001,028,HUNTINGTON ELEMENTARY SCHOOL,0.0561,07/07/2014
SC,20142015,55,0001,028,HUNTINGTON ELEMENTARY SCHOOL,0.0587,06/23/2015
SC,20152016,55,0001,028,HUNTINGTON ELEMENTARY SCHOOL,0.0802,11/16/2016
SC,20112012,55,0001,029,LAKEVIEW ELEMENTARY SCHOOL,0.1352,05/21/2013
SC,20122013,55,0001,029,LAKEVIEW ELEMENTARY SCHOOL,0.1711,06/21/2013
SC,20132014,55,0001,029,LAKEVIEW ELEMENTARY SCHOOL,0.2143,07/07/2014
SC,20142015,55,0001,029,LAKEVIEW ELEMENTARY SCHOOL,0.2532,06/23/2015
SC,20152016,55,0001,029,LAKEVIEW ELEMENTARY SCHOOL,0.2111,11/16/2016
SC,20112012,55,0001,030,MORLEY ELEMENTARY SCHOOL,-1.0000,05/21/2013
SC,20122013,55,0001,030,MORLEY ELEMENTARY SCHOOL,0.0224,06/21/2013
SC,20132014,55,0001,030,MORLEY ELEMENTARY SCHOOL,0.0270,07/07/2014
SC,20142015,55,0001,030,MORLEY ELEMENTARY SCHOOL,0.0266,06/23/2015
SC,20152016,55,0001,030,MORLEY ELEMENTARY SCHOOL,0.0288,11/16/2016
SC,20112012,55,0001,031,MEADOW LANE ELEMENTARY SCHOOL,0.1531,05/21/2013
SC,20122013,55,0001,031,MEADOW LANE ELEMENTARY SCHOOL,0.1196,06/21/2013
SC,20132014,55,0001,031,MEADOW LANE ELEMENTARY SCHOOL,0.0784,07/07/2014
SC,20142015,55,0001,031,MEADOW LANE ELEMENTARY SCHOOL,0.0717,06/23/2015
SC,20152016,55,0001,031,MEADOW LANE ELEMENTARY SCHOOL,0.0735,11/16/2016
SC,20112012,55,0001,032,BEATTIE ELEMENTARY SCHOOL,-1.0000,05/21/2013
SC,20122013,55,0001,032,BEATTIE ELEMENTARY SCHOOL,-1.0000,06/21/2013
SC,20132014,55,0001,032,BEATTIE ELEMENTARY SCHOOL,0.0313,07/07/2014
SC,20142015,55,0001,032,BEATTIE ELEMENTARY SCHOOL,0.0323,06/23/2015
SC,20152016,55,0001,032,BEATTIE ELEMENTARY SCHOOL,0.0276,11/16/2016
SC,20112012,55,0001,033,NORWOOD PARK ELEMENTARY SCHOOL,0.0602,05/21/2013
SC,20122013,55,0001,033,NORWOOD PARK ELEMENTARY SCHOOL,-1.0000,06/21/2013
SC,20132014,55,0001,033,NORWOOD PARK ELEMENTARY SCHOOL,0.0750,07/07/2014
SC,20142015,55,0001,033,NORWOOD PARK ELEMENTARY SCHOOL,0.0556,06/23/2015
SC,20152016,55,0001,033,NORWOOD PARK ELEMENTARY SCHOOL,0.0631,11/16/2016
SC,20112012,55,0001,034,EVERETT ELEMENTARY SCHOOL,0.4163,05/21/2013
SC,20122013,55,0001,034,EVERETT ELEMENTARY SCHOOL,0.4501,06/21/2013
SC,20132014,55,0001,034,EVERETT ELEMENTARY SCHOOL,0.4864,07/07/2014
SC,20142015,55,0001,034,EVERETT ELEMENTARY SCHOOL,0.4397,06/23/2015
SC,20152016,55,0001,034,EVERETT ELEMENTARY SCHOOL,0.4358,11/16/2016
SC,20112012,55,0001,035,PERSHING ELEMENTARY SCHOOL,0.0262,05/21/2013
SC,20122013,55,0001,035,PERSHING ELEMENTARY SCHOOL,0.0341,06/21/2013
SC,20132014,55,0001,035,PERSHING ELEMENTARY SCHOOL,0.0576,07/07/2014
SC,20142015,55,0001,035,PERSHING ELEMENTARY SCHOOL,0.0500,06/23/2015
SC,20152016,55,0001,035,PERSHING ELEMENTARY SCHOOL,0.1016,11/16/2016
SC,20112012,55,0001,036,PRESCOTT ELEMENTARY SCHOOL,0.0797,05/21/2013
SC,20122013,55,0001,036,PRESCOTT ELEMENTARY SCHOOL,0.0901,06/21/2013
SC,20132014,55,0001,036,PRESCOTT ELEMENTARY SCHOOL,0.1053,07/07/2014
SC,20142015,55,0001,036,PRESCOTT ELEMENTARY SCHOOL,0.1358,06/23/2015
SC,20152016,55,0001,036,PRESCOTT ELEMENTARY SCHOOL,0.1456,11/16/2016
SC,20112012,55,0001,037,RANDOLPH ELEMENTARY SCHOOL,0.0379,05/21/2013
SC,20122013,55,0001,037,RANDOLPH ELEMENTARY SCHOOL,0.0398,06/21/2013
SC,20132014,55,0001,037,RANDOLPH ELEMENTARY SCHOOL,0.0520,07/07/2014
SC,20142015,55,0001,037,RANDOLPH ELEMENTARY SCHOOL,0.0656,06/23/2015
SC,20152016,55,0001,037,RANDOLPH ELEMENTARY SCHOOL,0.0759,11/16/2016
SC,20112012,55,0001,038,RILEY ELEMENTARY SCHOOL,0.0769,05/21/2013
SC,20122013,55,0001,038,RILEY ELEMENTARY SCHOOL,0.0917,06/21/2013
SC,20132014,55,0001,038,RILEY ELEMENTARY SCHOOL,0.1250,07/07/2014
SC,20142015,55,0001,038,RILEY ELEMENTARY SCHOOL,0.1217,06/23/2015
SC,20152016,55,0001,038,RILEY ELEMENTARY SCHOOL,0.1188,11/16/2016
SC,20112012,55,0001,039,SARATOGA ELEMENTARY SCHOOL,-1.0000,05/21/2013
SC,20122013,55,0001,039,SARATOGA ELEMENTARY SCHOOL,0.0639,06/21/2013
SC,20132014,55,0001,039,SARATOGA ELEMENTARY SCHOOL,0.1469,07/07/2014
SC,20142015,55,0001,039,SARATOGA ELEMENTARY SCHOOL,0.1449,06/23/2015
SC,20152016,55,0001,039,SARATOGA ELEMENTARY SCHOOL,0.1771,11/16/2016
SC,20112012,55,0001,040,SHERIDAN ELEMENTARY SCHOOL,-1.0000,05/21/2013
SC,20122013,55,0001,040,SHERIDAN ELEMENTARY SCHOOL,-1.0000,06/21/2013
SC,20132014,55,0001,040,SHERIDAN ELEMENTARY SCHOOL,-1.0000,07/07/2014
SC,20142015,55,0001,040,SHERIDAN ELEMENTARY SCHOOL,-1.0000,06/23/2015
SC,20152016,55,0001,040,SHERIDAN ELEMENTARY SCHOOL,-1.0000,11/16/2016
SC,20112012,55,0001,041,WEST LINCOLN ELEMENTARY SCHOOL,0.4087,05/21/2013
SC,20122013,55,0001,041,WEST LINCOLN ELEMENTARY SCHOOL,0.3489,06/21/2013
SC,20132014,55,0001,041,WEST LINCOLN ELEMENTARY SCHOOL,0.3793,07/07/2014
SC,20142015,55,0001,041,WEST LINCOLN ELEMENTARY SCHOOL,0.3620,06/23/2015
SC,20152016,55,0001,041,WEST LINCOLN ELEMENTARY SCHOOL,0.2962,11/16/2016
SC,20112012,55,0001,042,PYRTLE ELEMENTARY SCHOOL,-1.0000,05/21/2013
SC,20122013,55,0001,042,PYRTLE ELEMENTARY SCHOOL,-1.0000,06/21/2013
SC,20132014,55,0001,042,PYRTLE ELEMENTARY SCHOOL,-1.0000,07/07/2014
SC,20142015,55,0001,042,PYRTLE ELEMENTARY SCHOOL,-1.0000,06/23/2015
SC,20152016,55,0001,042,PYRTLE ELEMENTARY SCHOOL,-1.0000,11/16/2016
SC,20112012,55,0001,043,ROUSSEAU ELEMENTARY SCHOOL,0.0216,05/21/2013
SC,20122013,55,0001,043,ROUSSEAU ELEMENTARY SCHOOL,0.0200,06/21/2013
SC,20132014,55,0001,043,ROUSSEAU ELEMENTARY SCHOOL,0.0329,07/07/2014
SC,20142015,55,0001,043,ROUSSEAU ELEMENTARY SCHOOL,0.0471,06/23/2015
SC,20152016,55,0001,043,ROUSSEAU ELEMENTARY SCHOOL,0.0527,11/16/2016
SC,20112012,55,0001,045,KAHOA ELEMENTARY SCHOOL,-1.0000,05/21/2013
SC,20122013,55,0001,045,KAHOA ELEMENTARY SCHOOL,-1.0000,06/21/2013
SC,20132014,55,0001,045,KAHOA ELEMENTARY SCHOOL,-1.0000,07/07/2014
SC,20142015,55,0001,045,KAHOA ELEMENTARY SCHOOL,0.0323,06/23/2015
SC,20152016,55,0001,045,KAHOA ELEMENTARY SCHOOL,0.0259,11/16/2016
SC,20112012,55,0001,046,ZEMAN ELEMENTARY SCHOOL,0.1159,05/21/2013
SC,20122013,55,0001,046,ZEMAN ELEMENTARY SCHOOL,0.0829,06/21/2013
SC,20132014,55,0001,046,ZEMAN ELEMENTARY SCHOOL,0.0574,07/07/2014
SC,20142015,55,0001,046,ZEMAN ELEMENTARY SCHOOL,0.0342,06/23/2015
SC,20152016,55,0001,046,ZEMAN ELEMENTARY SCHOOL,0.0577,11/16/2016
SC,20112012,55,0001,047,RUTH HILL ELEMENTARY SCHOOL,0.0208,05/21/2013
SC,20122013,55,0001,047,RUTH HILL ELEMENTARY SCHOOL,0.0249,06/21/2013
SC,20132014,55,0001,047,RUTH HILL ELEMENTARY SCHOOL,0.0201,07/07/2014
SC,20142015,55,0001,047,RUTH HILL ELEMENTARY SCHOOL,0.0259,06/23/2015
SC,20152016,55,0001,047,HILL ELEMENTARY SCHOOL,-1.0000,11/16/2016
SC,20112012,55,0001,049,FREDSTROM ELEMENTARY SCHOOL,-1.0000,05/21/2013
SC,20122013,55,0001,049,FREDSTROM ELEMENTARY SCHOOL,-1.0000,06/21/2013
SC,20132014,55,0001,049,FREDSTROM ELEMENTARY SCHOOL,-1.0000,07/07/2014
SC,20142015,55,0001,049,FREDSTROM ELEMENTARY SCHOOL,0.0242,06/23/2015
SC,20152016,55,0001,049,FREDSTROM ELEMENTARY SCHOOL,0.0274,11/16/2016
SC,20112012,55,0001,050,HUMANN ELEMENTARY SCHOOL,-1.0000,05/21/2013
SC,20122013,55,0001,050,HUMANN ELEMENTARY SCHOOL,-1.0000,06/21/2013
SC,20132014,55,0001,050,HUMANN ELEMENTARY SCHOOL,-1.0000,07/07/2014
SC,20142015,55,0001,050,HUMANN ELEMENTARY SCHOOL,0.0194,06/23/2015
SC,20152016,55,0001,050,HUMANN ELEMENTARY SCHOOL,0.0179,11/16/2016
SC,20112012,55,0001,051,DON SHERRILL ELEM ED CNTR,-1.0000,05/21/2013
SC,20122013,55,0001,051,DON SHERRILL ELEM ED CNTR,-1.0000,06/21/2013
SC,20132014,55,0001,051,DONALD D SHERRILL EDUCATION CNTR - ELEM,-1.0000,07/07/2014
SC,20142015,55,0001,051,DONALD D SHERRILL EDUCATION CNTR - ELEM,-1.0000,06/23/2015
SC,20152016,55,0001,051,DONALD D SHERRILL EDUCATION CNTR - ELEM,-1.0000,11/16/2016
SC,20112012,55,0001,052,DON SHERRILL SEC ED CNTR,-1.0000,05/21/2013
SC,20122013,55,0001,052,DON SHERRILL SEC ED CNTR,-1.0000,06/21/2013
SC,20132014,55,0001,052,DONALD D SHERRILL EDUCATION CNTR - MD,-1.0000,07/07/2014
SC,20142015,55,0001,052,DONALD D SHERRILL EDUCATION CNTR - MD,-1.0000,06/23/2015
SC,20152016,55,0001,052,DONALD D SHERRILL EDUCATION CNTR - MD,-1.0000,11/16/2016
SC,20112012,55,0001,053,PARK MIDDLE SCHOOL,0.1261,05/21/2013
SC,20122013,55,0001,053,PARK MIDDLE SCHOOL,0.1285,06/21/2013
SC,20132014,55,0001,053,PARK MIDDLE SCHOOL,0.1987,07/07/2014
SC,20142015,55,0001,053,PARK MIDDLE SCHOOL,0.1439,06/23/2015
SC,20152016,55,0001,053,PARK MIDDLE SCHOOL,0.1176,11/16/2016
SC,20112012,55,0001,054,CAMPBELL ELEMENTARY SCHOOL,0.1863,05/21/2013
SC,20122013,55,0001,054,CAMPBELL ELEMENTARY SCHOOL,0.1396,06/21/2013
SC,20132014,55,0001,054,CAMPBELL ELEMENTARY SCHOOL,0.1270,07/07/2014
SC,20142015,55,0001,054,CAMPBELL ELEMENTARY SCHOOL,0.1495,06/23/2015
SC,20152016,55,0001,054,CAMPBELL ELEMENTARY SCHOOL,0.2090,11/16/2016
SC,20112012,55,0001,055,CAVETT ELEMENTARY SCHOOL,0.0215,05/21/2013
SC,20122013,55,0001,055,CAVETT ELEMENTARY SCHOOL,0.0262,06/21/2013
SC,20132014,55,0001,055,CAVETT ELEMENTARY SCHOOL,0.0446,07/07/2014
SC,20142015,55,0001,055,CAVETT ELEMENTARY SCHOOL,0.0406,06/23/2015
SC,20152016,55,0001,055,CAVETT ELEMENTARY SCHOOL,0.0160,11/16/2016
SC,20112012,55,0001,056,MAXEY ELEMENTARY SCHOOL,0.0187,05/21/2013
SC,20122013,55,0001,056,MAXEY ELEMENTARY SCHOOL,-1.0000,06/21/2013
SC,20132014,55,0001,056,MAXEY ELEMENTARY SCHOOL,0.0259,07/07/2014
SC,20142015,55,0001,056,MAXEY ELEMENTARY SCHOOL,0.0397,06/23/2015
SC,20152016,55,0001,056,MAXEY ELEMENTARY SCHOOL,0.0581,11/16/2016
SC,20112012,55,0001,057,ROPER ELEMENTARY SCHOOL,0.1738,05/21/2013
SC,20122013,55,0001,057,ROPER ELEMENTARY SCHOOL,0.1236,06/21/2013
SC,20132014,55,0001,057,ROPER ELEMENTARY SCHOOL,0.1304,07/07/2014
SC,20142015,55,0001,057,ROPER ELEMENTARY SCHOOL,0.1330,06/23/2015
SC,20152016,55,0001,057,ROPER ELEMENTARY SCHOOL,0.1288,11/16/2016
SC,20112012,55,0001,058,LUX MIDDLE SCHOOL,-1.0000,05/21/2013
SC,20122013,55,0001,058,LUX MIDDLE SCHOOL,-1.0000,06/21/2013
SC,20132014,55,0001,058,LUX MIDDLE SCHOOL,-1.0000,07/07/2014
SC,20142015,55,0001,058,LUX MIDDLE SCHOOL,-1.0000,06/23/2015
SC,20152016,55,0001,058,LUX MIDDLE SCHOOL,-1.0000,11/16/2016
SC,20112012,55,0001,059,SCOTT MIDDLE SCHOOL,-1.0000,05/21/2013
SC,20122013,55,0001,059,SCOTT MIDDLE SCHOOL,-1.0000,06/21/2013
SC,20132014,55,0001,059,SCOTT MIDDLE SCHOOL,0.0146,07/07/2014
SC,20142015,55,0001,059,SCOTT MIDDLE SCHOOL,-1.0000,06/23/2015
SC,20152016,55,0001,059,SCOTT MIDDLE SCHOOL,-1.0000,11/16/2016
SC,20112012,55,0001,060,SCIENCE FOCUS PROGRAM,-1.0000,05/21/2013
SC,20122013,55,0001,060,SCIENCE FOCUS PROGRAM,-1.0000,06/21/2013
SC,20132014,55,0001,060,SCIENCE FOCUS PROGRAM,-1.0000,07/07/2014
SC,20142015,55,0001,060,SCIENCE FOCUS PROGRAM,-1.0000,06/23/2015
SC,20152016,55,0001,060,SCIENCE FOCUS PROGRAM,-1.0000,11/16/2016
