Type,School Year,County,District,School,Agency Name,SPED Percentage,DataAsOf
DI,20132014,21,0044,000,ANSLEY PUBLIC SCHOOLS,0.1923,07/07/2014
DI,20142015,21,0044,000,ANSLEY PUBLIC SCHOOLS,0.1959,06/23/2015
DI,20152016,21,0044,000,ANSLEY PUBLIC SCHOOLS,0.2138,11/16/2016
DI,20112012,21,0084,000,SARGENT PUBLIC SCHOOLS,0.0778,11/09/2012
DI,20122013,21,0084,000,SARGENT PUBLIC SCHOOLS,0.1061,06/20/2013
DI,20132014,21,0084,000,SARGENT PUBLIC SCHOOLS,0.1207,07/07/2014
DI,20142015,21,0084,000,SARGENT PUBLIC SCHOOLS,0.1364,06/23/2015
DI,20152016,21,0084,000,SARGENT PUBLIC SCHOOLS,0.1167,11/16/2016
DI,20112012,21,0089,000,ARNOLD PUBLIC SCHOOLS,0.1953,11/09/2012
DI,20122013,21,0089,000,ARNOLD PUBLIC SCHOOLS,0.1473,06/20/2013
DI,20132014,21,0089,000,ARNOLD PUBLIC SCHOOLS,0.1441,07/07/2014
DI,20142015,21,0089,000,ARNOLD PUBLIC SCHOOLS,0.1805,06/23/2015
DI,20152016,21,0089,000,ARNOLD PUBLIC SCHOOLS,0.1748,11/16/2016
DI,20112012,21,0180,000,CALLAWAY PUBLIC SCHOOLS,0.1869,11/09/2012
DI,20122013,21,0180,000,CALLAWAY PUBLIC SCHOOLS,0.2222,06/20/2013
DI,20132014,21,0180,000,CALLAWAY PUBLIC SCHOOLS,0.1823,07/07/2014
DI,20142015,21,0180,000,CALLAWAY PUBLIC SCHOOLS,0.1295,06/23/2015
DI,20152016,21,0180,000,CALLAWAY PUBLIC SCHOOLS,0.1244,11/16/2016
DI,20112012,22,0011,000,SO SIOUX CITY COMMUNITY SCHS,0.1242,11/09/2012
DI,20122013,22,0011,000,SO SIOUX CITY COMMUNITY SCHS,0.1258,06/20/2013
DI,20132014,22,0011,000,SO SIOUX CITY COMMUNITY SCHS,0.1422,07/07/2014
DI,20142015,22,0011,000,SO SIOUX CITY COMMUNITY SCHS,0.1266,06/23/2015
DI,20152016,22,0011,000,SO SIOUX CITY COMMUNITY SCHS,0.1317,11/16/2016
DI,20112012,22,0031,000,HOMER COMMUNITY SCHOOLS,0.1455,11/09/2012
DI,20122013,22,0031,000,HOMER COMMUNITY SCHOOLS,0.1578,06/20/2013
DI,20132014,22,0031,000,HOMER COMMUNITY SCHOOLS,0.1727,07/07/2014
DI,20142015,22,0031,000,HOMER COMMUNITY SCHOOLS,0.1771,06/23/2015
DI,20152016,22,0031,000,HOMER COMMUNITY SCHOOLS,0.1602,11/16/2016
DI,20112012,23,0002,000,CHADRON PUBLIC SCHOOLS,0.0853,11/09/2012
DI,20122013,23,0002,000,CHADRON PUBLIC SCHOOLS,0.0979,06/20/2013
DI,20132014,23,0002,000,CHADRON PUBLIC SCHOOLS,0.0976,07/07/2014
DI,20142015,23,0002,000,CHADRON PUBLIC SCHOOLS,0.0869,06/23/2015
DI,20152016,23,0002,000,CHADRON PUBLIC SCHOOLS,0.0948,11/16/2016
DI,20112012,23,0071,000,CRAWFORD PUBLIC SCHOOLS,0.1862,11/09/2012
DI,20122013,23,0071,000,CRAWFORD PUBLIC SCHOOLS,0.1803,06/20/2013
DI,20132014,23,0071,000,CRAWFORD PUBLIC SCHOOLS,0.1878,07/07/2014
DI,20142015,23,0071,000,CRAWFORD PUBLIC SCHOOLS,0.1346,06/23/2015
DI,20152016,23,0071,000,CRAWFORD PUBLIC SCHOOLS,0.1202,11/16/2016
DI,20112012,24,0001,000,LEXINGTON PUBLIC SCHOOLS,0.1049,11/09/2012
DI,20122013,24,0001,000,LEXINGTON PUBLIC SCHOOLS,0.0922,06/20/2013
DI,20132014,24,0001,000,LEXINGTON PUBLIC SCHOOLS,0.0985,07/07/2014
DI,20142015,24,0001,000,LEXINGTON PUBLIC SCHOOLS,0.1031,06/23/2015
DI,20152016,24,0001,000,LEXINGTON PUBLIC SCHOOLS,0.1083,11/16/2016
DI,20112012,24,0004,000,OVERTON PUBLIC SCHOOLS,0.1589,11/09/2012
DI,20122013,24,0004,000,OVERTON PUBLIC SCHOOLS,0.1522,06/20/2013
DI,20132014,24,0004,000,OVERTON PUBLIC SCHOOLS,0.1438,07/07/2014
DI,20142015,24,0004,000,OVERTON PUBLIC SCHOOLS,0.1546,06/23/2015
DI,20152016,24,0004,000,OVERTON PUBLIC SCHOOLS,0.1481,11/16/2016
DI,20112012,24,0011,000,COZAD COMMUNITY SCHOOLS,0.1665,11/09/2012
DI,20122013,24,0011,000,COZAD COMMUNITY SCHOOLS,0.1360,06/20/2013
DI,20132014,24,0011,000,COZAD COMMUNITY SCHOOLS,0.1389,07/07/2014
DI,20142015,24,0011,000,COZAD COMMUNITY SCHOOLS,0.1212,06/23/2015
DI,20152016,24,0011,000,COZAD COMMUNITY SCHOOLS,0.1321,11/16/2016
DI,20112012,24,0020,000,GOTHENBURG PUBLIC SCHOOLS,0.1166,11/09/2012
DI,20122013,24,0020,000,GOTHENBURG PUBLIC SCHOOLS,0.1219,06/20/2013
DI,20132014,24,0020,000,GOTHENBURG PUBLIC SCHOOLS,0.1457,07/07/2014
DI,20142015,24,0020,000,GOTHENBURG PUBLIC SCHOOLS,0.1177,06/23/2015
DI,20152016,24,0020,000,GOTHENBURG PUBLIC SCHOOLS,0.1021,11/16/2016
DI,20112012,24,0101,000,SUMNER-EDDYVILLE-MILLER SCHS,0.2263,11/09/2012
DI,20122013,24,0101,000,SUMNER-EDDYVILLE-MILLER SCHS,0.2234,06/20/2013
DI,20132014,24,0101,000,SUMNER-EDDYVILLE-MILLER SCHS,0.2147,07/07/2014
DI,20142015,24,0101,000,SUMNER-EDDYVILLE-MILLER SCHS,0.1746,06/23/2015
DI,20152016,24,0101,000,SUMNER-EDDYVILLE-MILLER SCHS,0.1786,11/16/2016
DI,20112012,25,0025,000,CREEK VALLEY SCHOOLS,0.1008,11/09/2012
DI,20122013,25,0025,000,CREEK VALLEY SCHOOLS,0.1012,06/20/2013
DI,20132014,25,0025,000,CREEK VALLEY SCHOOLS,0.1328,07/07/2014
DI,20142015,25,0025,000,CREEK VALLEY SCHOOLS,0.1558,06/23/2015
DI,20152016,25,0025,000,CREEK VALLEY SCHOOLS,0.1116,11/16/2016
DI,20112012,25,0095,000,SOUTH PLATTE PUBLIC SCHOOLS,0.1450,11/09/2012
DI,20132014,25,0095,000,SOUTH PLATTE PUBLIC SCHOOLS,0.1829,07/07/2014
DI,20142015,25,0095,000,SOUTH PLATTE PUBLIC SCHOOLS,0.1506,06/23/2015
DI,20152016,25,0095,000,SOUTH PLATTE PUBLIC SCHOOLS,0.1600,11/16/2016
DI,20112012,26,0001,000,PONCA PUBLIC SCHOOLS,0.1369,11/09/2012
DI,20122013,26,0001,000,PONCA PUBLIC SCHOOLS,0.1351,06/20/2013
DI,20132014,26,0001,000,PONCA PUBLIC SCHOOLS,0.1733,07/07/2014
DI,20142015,26,0001,000,PONCA PUBLIC SCHOOLS,0.1587,06/23/2015
DI,20152016,26,0001,000,PONCA PUBLIC SCHOOLS,0.1752,11/16/2016
DI,20112012,26,0024,000,NEWCASTLE PUBLIC SCHOOLS,0.2000,11/09/2012
DI,20122013,26,0024,000,NEWCASTLE PUBLIC SCHOOLS,0.2019,06/20/2013
DI,20132014,26,0024,000,NEWCASTLE PUBLIC SCHOOLS,0.2286,07/07/2014
DI,20112012,26,0070,000,ALLEN CONSOLIDATED SCHOOLS,0.2087,11/09/2012
DI,20122013,26,0070,000,ALLEN CONSOLIDATED SCHOOLS,0.1878,06/20/2013
DI,20132014,26,0070,000,ALLEN CONSOLIDATED SCHOOLS,0.2019,07/07/2014
DI,20142015,26,0070,000,ALLEN CONSOLIDATED SCHOOLS,0.2115,06/23/2015
DI,20152016,26,0070,000,ALLEN CONSOLIDATED SCHOOLS,0.1970,11/16/2016
DI,20112012,26,0561,000,EMERSON-HUBBARD PUBLIC SCHOOLS,0.1519,11/09/2012
DI,20122013,26,0561,000,EMERSON-HUBBARD PUBLIC SCHOOLS,0.1507,06/20/2013
DI,20132014,26,0561,000,EMERSON-HUBBARD PUBLIC SCHOOLS,0.1500,07/07/2014
DI,20142015,26,0561,000,EMERSON-HUBBARD PUBLIC SCHOOLS,0.1625,06/23/2015
DI,20152016,26,0561,000,EMERSON-HUBBARD PUBLIC SCHOOLS,0.1346,11/16/2016
DI,20112012,27,0001,000,FREMONT PUBLIC SCHOOLS,0.1952,11/09/2012
DI,20122013,27,0001,000,FREMONT PUBLIC SCHOOLS,0.1855,06/20/2013
DI,20132014,27,0001,000,FREMONT PUBLIC SCHOOLS,0.1978,07/07/2014
DI,20142015,27,0001,000,FREMONT PUBLIC SCHOOLS,0.1832,06/23/2015
DI,20152016,27,0001,000,FREMONT PUBLIC SCHOOLS,0.1775,11/16/2016
DI,20112012,27,0062,000,SCRIBNER-SNYDER COMMUNITY SCHS,0.2080,11/09/2012
DI,20122013,27,0062,000,SCRIBNER-SNYDER COMMUNITY SCHS,0.1841,06/20/2013
DI,20132014,27,0062,000,SCRIBNER-SNYDER COMMUNITY SCHS,0.1896,07/07/2014
DI,20142015,27,0062,000,SCRIBNER-SNYDER COMMUNITY SCHS,0.1746,06/23/2015
DI,20152016,27,0062,000,SCRIBNER-SNYDER COMMUNITY SCHS,0.2113,11/16/2016
DI,20112012,27,0594,000,LOGAN VIEW PUBLIC SCHOOLS,0.2197,11/09/2012
DI,20122013,27,0594,000,LOGAN VIEW PUBLIC SCHOOLS,0.2055,06/20/2013
DI,20132014,27,0594,000,LOGAN VIEW PUBLIC SCHOOLS,0.2122,07/07/2014
DI,20142015,27,0594,000,LOGAN VIEW PUBLIC SCHOOLS,0.1832,06/23/2015
DI,20152016,27,0594,000,LOGAN VIEW PUBLIC SCHOOLS,0.1898,11/16/2016
DI,20112012,27,0595,000,NORTH BEND CENTRAL PUBLIC SCHS,0.1159,11/09/2012
DI,20122013,27,0595,000,NORTH BEND CENTRAL PUBLIC SCHS,0.1250,06/20/2013
DI,20132014,27,0595,000,NORTH BEND CENTRAL PUBLIC SCHS,0.1379,07/07/2014
DI,20142015,27,0595,000,NORTH BEND CENTRAL PUBLIC SCHS,0.1661,06/23/2015
DI,20152016,27,0595,000,NORTH BEND CENTRAL PUBLIC SCHS,0.1499,11/16/2016
DI,20112012,28,0001,000,OMAHA PUBLIC SCHOOLS,0.1683,11/09/2012
DI,20122013,28,0001,000,OMAHA PUBLIC SCHOOLS,0.1637,06/20/2013
DI,20132014,28,0001,000,OMAHA PUBLIC SCHOOLS,0.1808,07/07/2014
DI,20142015,28,0001,000,OMAHA PUBLIC SCHOOLS,0.1695,06/23/2015
DI,20152016,28,0001,000,OMAHA PUBLIC SCHOOLS,0.1725,11/16/2016
DI,20112012,28,0010,000,ELKHORN PUBLIC SCHOOLS,0.1033,11/09/2012
DI,20122013,28,0010,000,ELKHORN PUBLIC SCHOOLS,0.0988,06/20/2013
DI,20132014,28,0010,000,ELKHORN PUBLIC SCHOOLS,0.0925,07/07/2014
DI,20142015,28,0010,000,ELKHORN PUBLIC SCHOOLS,0.0840,06/23/2015
DI,20152016,28,0010,000,ELKHORN PUBLIC SCHOOLS,0.0820,11/16/2016
DI,20112012,28,0015,000,DOUGLAS CO WEST COMMUNITY SCHS,0.1927,11/09/2012
DI,20122013,28,0015,000,DOUGLAS CO WEST COMMUNITY SCHS,0.1588,06/20/2013
DI,20132014,28,0015,000,DOUGLAS CO WEST COMMUNITY SCHS,0.1567,07/07/2014
DI,20142015,28,0015,000,DOUGLAS CO WEST COMMUNITY SCHS,0.1372,06/23/2015
DI,20152016,28,0015,000,DOUGLAS CO WEST COMMUNITY SCHS,0.1315,11/16/2016
DI,20112012,28,0017,000,MILLARD PUBLIC SCHOOLS,0.1280,11/09/2012
DI,20122013,28,0017,000,MILLARD PUBLIC SCHOOLS,0.1320,06/20/2013
DI,20132014,28,0017,000,MILLARD PUBLIC SCHOOLS,0.1393,07/07/2014
DI,20142015,28,0017,000,MILLARD PUBLIC SCHOOLS,0.1294,06/23/2015
DI,20152016,28,0017,000,MILLARD PUBLIC SCHOOLS,0.1288,11/16/2016
DI,20112012,28,0054,000,RALSTON PUBLIC SCHOOLS,0.1616,11/09/2012
DI,20122013,28,0054,000,RALSTON PUBLIC SCHOOLS,0.1595,06/20/2013
DI,20132014,28,0054,000,RALSTON PUBLIC SCHOOLS,0.1735,07/07/2014
DI,20142015,28,0054,000,RALSTON PUBLIC SCHOOLS,0.1681,06/23/2015
DI,20152016,28,0054,000,RALSTON PUBLIC SCHOOLS,0.1570,11/16/2016
DI,20112012,28,0059,000,BENNINGTON PUBLIC SCHOOLS,0.0880,11/09/2012
DI,20122013,28,0059,000,BENNINGTON PUBLIC SCHOOLS,0.1003,06/20/2013
DI,20132014,28,0059,000,BENNINGTON PUBLIC SCHOOLS,0.0970,07/07/2014
DI,20142015,28,0059,000,BENNINGTON PUBLIC SCHOOLS,0.1005,06/23/2015
DI,20152016,28,0059,000,BENNINGTON PUBLIC SCHOOLS,0.1062,11/16/2016
DI,20112012,28,0066,000,WESTSIDE COMMUNITY SCHOOLS,0.1353,11/09/2012
DI,20122013,28,0066,000,WESTSIDE COMMUNITY SCHOOLS,0.1496,06/20/2013
DI,20132014,28,0066,000,WESTSIDE COMMUNITY SCHOOLS,0.1615,07/07/2014
DI,20142015,28,0066,000,WESTSIDE COMMUNITY SCHOOLS,0.1555,06/23/2015
DI,20152016,28,0066,000,WESTSIDE COMMUNITY SCHOOLS,0.1489,11/16/2016
DI,20112012,29,0117,000,DUNDY CO STRATTON PUBLIC SCHS,0.1638,11/09/2012
DI,20122013,29,0117,000,DUNDY CO STRATTON PUBLIC SCHS,0.1688,06/20/2013
DI,20132014,29,0117,000,DUNDY CO STRATTON PUBLIC SCHS,0.1567,07/07/2014
DI,20142015,29,0117,000,DUNDY CO STRATTON PUBLIC SCHS,0.1350,06/23/2015
DI,20152016,29,0117,000,DUNDY CO STRATTON PUBLIC SCHS,0.1302,11/16/2016
DI,20112012,30,0001,000,EXETER-MILLIGAN PUBLIC SCHOOLS,0.1512,11/09/2012
DI,20122013,30,0001,000,EXETER-MILLIGAN PUBLIC SCHOOLS,0.1232,06/20/2013
DI,20132014,30,0001,000,EXETER-MILLIGAN PUBLIC SCHOOLS,0.1556,07/07/2014
DI,20142015,30,0001,000,EXETER-MILLIGAN PUBLIC SCHOOLS,0.1552,06/23/2015
DI,20152016,30,0001,000,EXETER-MILLIGAN PUBLIC SCHOOLS,0.1988,11/16/2016
DI,20112012,30,0025,000,FILLMORE CENTRAL PUBLIC SCHS,0.1921,11/09/2012
DI,20122013,30,0025,000,FILLMORE CENTRAL PUBLIC SCHS,0.2202,06/20/2013
DI,20132014,30,0025,000,FILLMORE CENTRAL PUBLIC SCHS,0.2519,07/07/2014
DI,20142015,30,0025,000,FILLMORE CENTRAL PUBLIC SCHS,0.2343,06/23/2015
DI,20152016,30,0025,000,FILLMORE CENTRAL PUBLIC SCHS,0.2040,11/16/2016
DI,20112012,30,0054,000,SHICKLEY PUBLIC SCHOOLS,0.1760,11/09/2012
DI,20122013,30,0054,000,SHICKLEY PUBLIC SCHOOLS,0.1719,06/20/2013
DI,20132014,30,0054,000,SHICKLEY PUBLIC SCHOOLS,0.1639,07/07/2014
DI,20142015,30,0054,000,SHICKLEY PUBLIC SCHOOLS,0.1364,06/23/2015
DI,20152016,30,0054,000,SHICKLEY PUBLIC SCHOOLS,0.1176,11/16/2016
DI,20112012,31,0506,000,FRANKLIN PUBLIC SCHOOLS,0.1412,11/09/2012
DI,20122013,31,0506,000,FRANKLIN PUBLIC SCHOOLS,0.1730,06/20/2013
DI,20132014,31,0506,000,FRANKLIN PUBLIC SCHOOLS,0.1894,07/07/2014
DI,20142015,31,0506,000,FRANKLIN PUBLIC SCHOOLS,0.1649,06/23/2015
DI,20152016,31,0506,000,FRANKLIN PUBLIC SCHOOLS,0.2086,11/16/2016
DI,20112012,32,0046,000,MAYWOOD PUBLIC SCHOOLS,0.0934,11/09/2012
DI,20122013,32,0046,000,MAYWOOD PUBLIC SCHOOLS,0.0760,06/20/2013
DI,20132014,32,0046,000,MAYWOOD PUBLIC SCHOOLS,0.1242,07/07/2014
DI,20142015,32,0046,000,MAYWOOD PUBLIC SCHOOLS,0.0795,06/23/2015
DI,20152016,32,0046,000,MAYWOOD PUBLIC SCHOOLS,0.0903,11/16/2016
DI,20112012,32,0095,000,EUSTIS-FARNAM PUBLIC SCHOOLS,0.1888,11/09/2012
