Type,School Year,County,District,School,Agency Name,FRL Percentage,DataAsOf 
SC,20092010,20,0030,001,HIGH SCHOOL AT WISNER,0.3840,11/09/2012
SC,20102011,20,0030,001,HIGH SCHOOL AT WISNER,0.4132,11/09/2012
SC,20112012,20,0030,001,HIGH SCHOOL AT WISNER,0.3771,11/09/2012
SC,20122013,20,0030,001,HIGH SCHOOL AT WISNER,0.3867,09/10/2013
SC,20132014,20,0030,001,WISNER-PILGER HIGH SCHOOL,0.4286,07/07/2014
SC,20142015,20,0030,001,WISNER-PILGER HIGH SCHOOL,0.4633,06/23/2015
SC,20152016,20,0030,001,WISNER-PILGER HIGH SCHOOL,0.3945,12/12/2016
SC,20012002,20,0030,002,WISNER-PILGER ELEM SCHOOL,0.4130,11/09/2012
SC,20022003,20,0030,002,WISNER-PILGER ELEM SCHOOL,0.3864,11/09/2012
SC,20032004,20,0030,002,WISNER-PILGER ELEM SCHOOL,0.3837,11/09/2012
SC,20042005,20,0030,002,WISNER-PILGER ELEM SCHOOL,0.2722,11/09/2012
SC,20052006,20,0030,002,WISNER-PILGER ELEM SCHOOL,0.3371,11/09/2012
SC,20062007,20,0030,002,WISNER-PILGER ELEM SCHOOL,0.3459,11/09/2012
SC,20072008,20,0030,002,WISNER-PILGER ELEM SCHOOL,0.3782,11/09/2012
SC,20082009,20,0030,002,WISNER-PILGER ELEM SCHOOL,0.3618,11/09/2012
SC,20092010,20,0030,002,WISNER-PILGER ELEM SCHOOL,0.4082,11/09/2012
SC,20102011,20,0030,002,WISNER-PILGER ELEM SCHOOL,0.4011,11/09/2012
SC,20112012,20,0030,002,WISNER-PILGER ELEM SCHOOL,0.3927,11/09/2012
SC,20122013,20,0030,002,WISNER-PILGER ELEM SCHOOL,0.4300,09/10/2013
SC,20132014,20,0030,002,WISNER-PILGER ELEM SCHOOL,0.4412,07/07/2014
SC,20142015,20,0030,002,WISNER-PILGER ELEM SCHOOL,0.4559,06/23/2015
SC,20152016,20,0030,002,WISNER-PILGER ELEM SCHOOL,0.4490,12/12/2016
SC,20012002,20,0030,003,WISNER-PILGER MIDDLE SCHOOL,0.4184,11/09/2012
SC,20022003,20,0030,003,WISNER-PILGER MIDDLE SCHOOL,0.3626,11/09/2012
SC,20032004,20,0030,003,WISNER-PILGER MIDDLE SCHOOL,0.4737,11/09/2012
SC,20042005,20,0030,003,WISNER-PILGER MIDDLE SCHOOL,0.3974,11/09/2012
SC,20052006,20,0030,003,WISNER-PILGER MIDDLE SCHOOL,0.3649,11/09/2012
SC,20062007,20,0030,003,WISNER-PILGER MIDDLE SCHOOL,0.3538,11/09/2012
SC,20072008,20,0030,003,WISNER-PILGER MIDDLE SCHOOL,0.4058,11/09/2012
SC,20082009,20,0030,003,WISNER-PILGER MIDDLE SCHOOL,0.3913,11/09/2012
SC,20092010,20,0030,003,WISNER-PILGER MIDDLE SCHOOL,0.3521,11/09/2012
SC,20102011,20,0030,003,WISNER-PILGER MIDDLE SCHOOL,0.4308,11/09/2012
SC,20112012,20,0030,003,WISNER-PILGER MIDDLE SCHOOL,0.4151,11/09/2012
SC,20122013,20,0030,003,WISNER-PILGER MIDDLE SCHOOL,0.3051,09/10/2013
SC,20132014,20,0030,003,WISNER-PILGER MIDDLE SCHOOL,0.4167,07/07/2014
SC,20142015,20,0030,003,WISNER-PILGER MIDDLE SCHOOL,0.4242,06/23/2015
SC,20152016,20,0030,003,WISNER-PILGER MIDDLE SCHOOL,0.3881,12/12/2016
DI,20012002,20,0055,000,BEEMER PUBLIC SCHOOLS,0.3841,11/09/2012
DI,20022003,20,0055,000,BEEMER PUBLIC SCHOOL,0.5254,11/09/2012
DI,20032004,20,0055,000,BEEMER PUBLIC SCHOOL,0.6462,11/09/2012
DI,20042005,20,0055,000,BEEMER PUBLIC SCHOOL,0.4921,11/09/2012
DI,20052006,20,0055,000,BEEMER PUBLIC SCHOOL,0.4035,11/09/2012
SC,20012002,20,0055,001,BEEMER HIGH SCHOOL,0.3788,11/09/2012
SC,20012002,20,0055,002,BEEMER ELEMENTARY SCHOOL,0.3882,11/09/2012
SC,20022003,20,0055,002,BEEMER ELEMENTARY SCHOOL,0.5254,11/09/2012
SC,20032004,20,0055,002,BEEMER ELEMENTARY SCHOOL,0.6462,11/09/2012
SC,20042005,20,0055,002,BEEMER ELEMENTARY SCHOOL,0.4921,11/09/2012
SC,20052006,20,0055,002,BEEMER ELEMENTARY SCHOOL,0.4035,11/09/2012
DI,20012002,20,0082,000,DIST 082 - CUMING COUNTY,-1.0000,11/09/2012
DI,20022003,20,0082,000,DIST 082 - CUMING COUNTY,-1.0000,11/09/2012
DI,20032004,20,0082,000,DIST 082 - CUMING COUNTY,-1.0000,11/09/2012
DI,20042005,20,0082,000,DIST 082 - CUMING COUNTY,-1.0000,11/09/2012
DI,20052006,20,0082,000,DIST 082 - CUMING COUNTY,-1.0000,11/09/2012
SC,20012002,20,0082,001,DIST 082 - CUMING COUNTY,-1.0000,11/09/2012
SC,20022003,20,0082,001,DIST 082 - CUMING COUNTY,-1.0000,11/09/2012
SC,20032004,20,0082,001,DIST 082 - CUMING COUNTY,-1.0000,11/09/2012
SC,20042005,20,0082,001,DIST 082 - CUMING COUNTY,-1.0000,11/09/2012
SC,20052006,20,0082,001,DIST 082 - CUMING COUNTY,-1.0000,11/09/2012
DI,20012002,21,0015,000,ANSELMO-MERNA PUBLIC SCHOOLS,0.3723,11/09/2012
DI,20022003,21,0015,000,ANSELMO-MERNA PUBLIC SCHOOLS,0.4023,11/09/2012
DI,20032004,21,0015,000,ANSELMO-MERNA PUBLIC SCHOOLS,0.4462,11/09/2012
DI,20042005,21,0015,000,ANSELMO-MERNA PUBLIC SCHOOLS,0.3855,11/09/2012
DI,20052006,21,0015,000,ANSELMO-MERNA PUBLIC SCHOOLS,0.4280,11/09/2012
DI,20062007,21,0015,000,ANSELMO-MERNA PUBLIC SCHOOLS,0.4343,11/09/2012
DI,20072008,21,0015,000,ANSELMO-MERNA PUBLIC SCHOOLS,0.3693,11/09/2012
DI,20082009,21,0015,000,ANSELMO-MERNA PUBLIC SCHOOLS,0.3898,11/09/2012
DI,20092010,21,0015,000,ANSELMO-MERNA PUBLIC SCHOOLS,0.4357,11/09/2012
DI,20102011,21,0015,000,ANSELMO-MERNA PUBLIC SCHOOLS,0.3800,11/09/2012
DI,20112012,21,0015,000,ANSELMO-MERNA PUBLIC SCHOOLS,0.3992,11/09/2012
DI,20122013,21,0015,000,ANSELMO-MERNA PUBLIC SCHOOLS,0.3723,09/10/2013
DI,20132014,21,0015,000,ANSELMO-MERNA PUBLIC SCHOOLS,0.3651,07/07/2014
DI,20142015,21,0015,000,ANSELMO-MERNA PUBLIC SCHOOLS,0.3178,06/23/2015
DI,20152016,21,0015,000,ANSELMO-MERNA PUBLIC SCHOOLS,0.3579,12/12/2016
SC,20012002,21,0015,001,HIGH SCHOOL AT MERNA,0.3446,11/09/2012
SC,20022003,21,0015,001,HIGH SCHOOL AT MERNA,0.3448,11/09/2012
SC,20032004,21,0015,001,HIGH SCHOOL AT MERNA,0.4014,11/09/2012
SC,20042005,21,0015,001,HIGH SCHOOL AT MERNA,0.3008,11/09/2012
SC,20052006,21,0015,001,HIGH SCHOOL AT MERNA,0.3280,11/09/2012
SC,20062007,21,0015,001,ANSELMO-MERNA HIGH SCHOOL,0.3621,11/09/2012
SC,20072008,21,0015,001,ANSELMO-MERNA HIGH SCHOOL,0.3162,11/09/2012
SC,20082009,21,0015,001,ANSELMO-MERNA HIGH SCHOOL,0.3303,11/09/2012
SC,20092010,21,0015,001,ANSELMO-MERNA HIGH SCHOOL,0.3878,11/09/2012
SC,20102011,21,0015,001,ANSELMO-MERNA HIGH SCHOOL,0.3368,11/09/2012
SC,20112012,21,0015,001,ANSELMO-MERNA HIGH SCHOOL,0.3762,11/09/2012
SC,20122013,21,0015,001,ANSELMO-MERNA HIGH SCHOOL,0.3368,09/10/2013
SC,20132014,21,0015,001,ANSELMO-MERNA HIGH SCHOOL,0.3737,07/07/2014
SC,20142015,21,0015,001,ANSELMO-MERNA HIGH SCHOOL,0.3402,06/23/2015
SC,20152016,21,0015,001,ANSELMO-MERNA HIGH SCHOOL,0.4135,12/12/2016
SC,20012002,21,0015,002,ELEMENTARY SCHOOL AT MERNA,0.4048,11/09/2012
SC,20022003,21,0015,002,ELEMENTARY SCHOOL AT MERNA,0.4741,11/09/2012
SC,20032004,21,0015,002,ELEMENTARY SCHOOL AT MERNA,0.5046,11/09/2012
SC,20042005,21,0015,002,ELEMENTARY SCHOOL AT MERNA,0.4828,11/09/2012
SC,20052006,21,0015,002,ELEMENTARY SCHOOL AT MERNA,0.5339,11/09/2012
SC,20062007,21,0015,002,ANSELMO-MERNA ELEMENTARY-MERNA,0.4500,11/09/2012
SC,20072008,21,0015,002,ANSELMO-MERNA ELEMENTARY-MERNA,0.4194,11/09/2012
SC,20082009,21,0015,002,ANSELMO-MERNA ELEMENTARY-MERNA,0.4345,11/09/2012
SC,20092010,21,0015,002,ANSELMO-MERNA ELEMENTARY-MERNA,0.4685,11/09/2012
SC,20102011,21,0015,002,ANSELMO-MERNA ELEMENTARY-MERNA,0.4065,11/09/2012
SC,20112012,21,0015,002,ANSELMO-MERNA ELEMENTARY-MERNA,0.4145,11/09/2012
SC,20122013,21,0015,002,ANSELMO-MERNA ELEMENTARY-MERNA,0.3971,09/10/2013
SC,20132014,21,0015,002,ANSELMO-MERNA ELEMENTARY-MERNA,0.3592,07/07/2014
SC,20142015,21,0015,002,ANSELMO-MERNA ELEMENTARY-MERNA,0.3043,06/23/2015
SC,20152016,21,0015,002,ANSELMO-MERNA ELEMENTARY-MERNA,0.3234,12/12/2016
SC,20062007,21,0015,003,ANSELMO-MERNA ELEMENTARY-GATES,0.8667,11/09/2012
DI,20012002,21,0025,000,BROKEN BOW PUBLIC SCHOOLS,0.3998,11/09/2012
DI,20022003,21,0025,000,BROKEN BOW PUBLIC SCHOOLS,0.3273,11/09/2012
DI,20032004,21,0025,000,BROKEN BOW PUBLIC SCHOOLS,0.3689,11/09/2012
DI,20042005,21,0025,000,BROKEN BOW PUBLIC SCHOOLS,0.3460,11/09/2012
DI,20052006,21,0025,000,BROKEN BOW PUBLIC SCHOOLS,0.4055,11/09/2012
DI,20062007,21,0025,000,BROKEN BOW PUBLIC SCHOOLS,0.3945,11/09/2012
DI,20072008,21,0025,000,BROKEN BOW PUBLIC SCHOOLS,0.3583,11/09/2012
DI,20082009,21,0025,000,BROKEN BOW PUBLIC SCHOOLS,0.3630,11/09/2012
DI,20092010,21,0025,000,BROKEN BOW PUBLIC SCHOOLS,0.3596,11/09/2012
DI,20102011,21,0025,000,BROKEN BOW PUBLIC SCHOOLS,0.4101,11/09/2012
DI,20112012,21,0025,000,BROKEN BOW PUBLIC SCHOOLS,0.3913,11/09/2012
DI,20122013,21,0025,000,BROKEN BOW PUBLIC SCHOOLS,0.3724,09/10/2013
DI,20132014,21,0025,000,BROKEN BOW PUBLIC SCHOOLS,0.4453,07/07/2014
DI,20142015,21,0025,000,BROKEN BOW PUBLIC SCHOOLS,0.4202,06/23/2015
DI,20152016,21,0025,000,BROKEN BOW PUBLIC SCHOOLS,0.3849,12/12/2016
SC,20012002,21,0025,001,BROKEN BOW HIGH SCHOOL,0.3540,11/09/2012
SC,20022003,21,0025,001,BROKEN BOW HIGH SCHOOL,0.2535,11/09/2012
SC,20032004,21,0025,001,BROKEN BOW HIGH SCHOOL,0.3074,11/09/2012
SC,20042005,21,0025,001,BROKEN BOW HIGH SCHOOL,0.2937,11/09/2012
SC,20052006,21,0025,001,BROKEN BOW HIGH SCHOOL,0.3230,11/09/2012
SC,20062007,21,0025,001,BROKEN BOW HIGH SCHOOL,0.3381,11/09/2012
SC,20072008,21,0025,001,BROKEN BOW HIGH SCHOOL,0.2981,11/09/2012
SC,20082009,21,0025,001,BROKEN BOW HIGH SCHOOL,0.2748,11/09/2012
SC,20092010,21,0025,001,BROKEN BOW HIGH SCHOOL,0.2917,11/09/2012
SC,20102011,21,0025,001,BROKEN BOW HIGH SCHOOL,0.3320,11/09/2012
SC,20112012,21,0025,001,BROKEN BOW HIGH SCHOOL,0.3441,11/09/2012
SC,20122013,21,0025,001,BROKEN BOW HIGH SCHOOL,0.2948,09/10/2013
SC,20132014,21,0025,001,BROKEN BOW HIGH SCHOOL,0.4142,07/07/2014
SC,20142015,21,0025,001,BROKEN BOW HIGH SCHOOL,0.3948,06/23/2015
SC,20152016,21,0025,001,BROKEN BOW HIGH SCHOOL,0.3543,12/12/2016
SC,20012002,21,0025,003,CUSTER ELEMENTARY SCHOOL,0.4804,11/09/2012
SC,20022003,21,0025,003,CUSTER ELEMENTARY SCHOOL,0.4057,11/09/2012
SC,20032004,21,0025,003,CUSTER ELEMENTARY SCHOOL,0.4503,11/09/2012
SC,20042005,21,0025,003,CUSTER ELEMENTARY SCHOOL,0.3838,11/09/2012
SC,20052006,21,0025,003,CUSTER ELEMENTARY SCHOOL,0.4521,11/09/2012
SC,20062007,21,0025,003,CUSTER ELEMENTARY SCHOOL,0.4413,11/09/2012
SC,20072008,21,0025,003,CUSTER ELEMENTARY SCHOOL,0.4581,11/09/2012
SC,20082009,21,0025,003,CUSTER ELEMENTARY SCHOOL,0.4331,11/09/2012
SC,20092010,21,0025,003,CUSTER ELEMENTARY SCHOOL,0.4088,11/09/2012
SC,20102011,21,0025,003,CUSTER ELEMENTARY SCHOOL,0.4506,11/09/2012
SC,20112012,21,0025,003,CUSTER ELEMENTARY SCHOOL,0.4277,11/09/2012
SC,20122013,21,0025,003,CUSTER ELEMENTARY SCHOOL,0.4175,09/10/2013
SC,20132014,21,0025,003,CUSTER INTERMEDIATE SCHOOL,0.4793,07/07/2014
SC,20142015,21,0025,003,CUSTER INTERMEDIATE SCHOOL,0.4752,06/23/2015
SC,20152016,21,0025,003,CUSTER INTERMEDIATE SCHOOL,0.4766,12/12/2016
SC,20012002,21,0025,004,NORTH PARK ELEMENTARY SCHOOL,0.4335,11/09/2012
SC,20022003,21,0025,004,NORTH PARK ELEMENTARY SCHOOL,0.3671,11/09/2012
SC,20032004,21,0025,004,NORTH PARK ELEMENTARY SCHOOL,0.4602,11/09/2012
SC,20042005,21,0025,004,NORTH PARK ELEMENTARY SCHOOL,0.3430,11/09/2012
SC,20052006,21,0025,004,NORTH PARK ELEMENTARY SCHOOL,0.4478,11/09/2012
SC,20062007,21,0025,004,NORTH PARK ELEMENTARY SCHOOL,0.4969,11/09/2012
SC,20072008,21,0025,004,NORTH PARK ELEMENTARY SCHOOL,0.4472,11/09/2012
SC,20082009,21,0025,004,NORTH PARK ELEMENTARY SCHOOL,0.4457,11/09/2012
SC,20092010,21,0025,004,NORTH PARK ELEMENTARY SCHOOL,0.4488,11/09/2012
SC,20102011,21,0025,004,NORTH PARK ELEMENTARY SCHOOL,0.5115,11/09/2012
SC,20112012,21,0025,004,NORTH PARK ELEMENTARY SCHOOL,0.5024,11/09/2012
SC,20122013,21,0025,004,NORTH PARK ELEMENTARY SCHOOL,0.4531,09/10/2013
SC,20132014,21,0025,004,NORTH PARK ELEMENTARY SCHOOL,0.5104,07/07/2014
SC,20142015,21,0025,004,NORTH PARK ELEMENTARY SCHOOL,0.4832,06/23/2015
SC,20152016,21,0025,004,NORTH PARK ELEMENTARY SCHOOL,0.4058,12/12/2016
SC,20012002,21,0025,005,SANDHILLS EDUC SERVICES COOP,-1.0000,11/09/2012
SC,20022003,21,0025,005,SANDHILLS EDUC SERVICES COOP,-1.0000,11/09/2012
SC,20032004,21,0025,005,SANDHILLS EDUC SERVICES COOP,-1.0000,11/09/2012
SC,20042005,21,0025,005,SANDHILLS EDUC SERVICES COOP,-1.0000,11/09/2012
SC,20052006,21,0025,005,SANDHILLS EDUC SERVICES COOP,-1.0000,11/09/2012
SC,20062007,21,0025,005,SANDHILLS EDUC SERVICES COOP,-1.0000,11/09/2012
SC,20082009,21,0025,005,SANDHILLS EDUC SERVICES COOP,-1.0000,11/09/2012
SC,20092010,21,0025,005,SANDHILLS EDUC SERVICES COOP,-1.0000,11/09/2012
SC,20102011,21,0025,005,SANDHILLS EDUC SERVICES COOP,-1.0000,11/09/2012
SC,20112012,21,0025,005,SANDHILLS EDUC SERVICES COOP,-1.0000,11/09/2012
SC,20122013,21,0025,005,SANDHILLS EDUC SERVICES COOP,-1.0000,09/10/2013
SC,20132014,21,0025,005,SANDHILLS EDUC SERVICES COOP,-1.0000,07/07/2014
SC,20142015,21,0025,005,SANDHILLS EDUC SERVICES COOP,-1.0000,06/23/2015
SC,20152016,21,0025,005,SANDHILLS EDUC SERVICES COOP,-1.0000,12/12/2016
SC,20012002,21,0025,006,BROKEN BOW MIDDLE SCHOOL,0.3692,11/09/2012
SC,20022003,21,0025,006,BROKEN BOW MIDDLE SCHOOL,0.3238,11/09/2012
SC,20032004,21,0025,006,BROKEN BOW MIDDLE SCHOOL,0.3430,11/09/2012
SC,20042005,21,0025,006,BROKEN BOW MIDDLE SCHOOL,0.3828,11/09/2012
SC,20052006,21,0025,006,BROKEN BOW MIDDLE SCHOOL,0.4415,11/09/2012
SC,20062007,21,0025,006,BROKEN BOW MIDDLE SCHOOL,0.4064,11/09/2012
SC,20072008,21,0025,006,BROKEN BOW MIDDLE SCHOOL,0.3368,11/09/2012
SC,20082009,21,0025,006,BROKEN BOW MIDDLE SCHOOL,0.3858,11/09/2012
SC,20092010,21,0025,006,BROKEN BOW MIDDLE SCHOOL,0.4000,11/09/2012
SC,20102011,21,0025,006,BROKEN BOW MIDDLE SCHOOL,0.4226,11/09/2012
SC,20112012,21,0025,006,BROKEN BOW MIDDLE SCHOOL,0.3941,11/09/2012
SC,20122013,21,0025,006,BROKEN BOW MIDDLE SCHOOL,0.3951,09/10/2013
SC,20132014,21,0025,006,BROKEN BOW JUNIOR HIGH SCHOOL,0.4273,07/07/2014
SC,20142015,21,0025,006,BROKEN BOW JUNIOR HIGH SCHOOL,0.3871,06/23/2015
SC,20152016,21,0025,006,BROKEN BOW JUNIOR HIGH SCHOOL,0.3833,12/12/2016
SC,20062007,21,0025,007,BROKEN BOW ELEM-ROUND HILL,-1.0000,11/09/2012
SC,20072008,21,0025,007,BROKEN BOW ELEM-ROUND HILL,-1.0000,11/09/2012
SC,20082009,21,0025,007,BROKEN BOW ELEM-ROUND HILL,-1.0000,11/09/2012
SC,20092010,21,0025,007,BROKEN BOW ELEM-ROUND HILL,-1.0000,11/09/2012
SC,20062007,21,0025,009,SESC PRESCHOOL TAPPEN VALLEY,-1.0000,11/09/2012
SC,20072008,21,0025,009,SESC PRESCHOOL TAPPEN VALLEY,-1.0000,11/09/2012
SC,20082009,21,0025,009,SESC PRESCHOOL TAPPEN VALLEY,0.2941,11/09/2012
SC,20092010,21,0025,009,SESC PRESCHOOL TAPPEN VALLEY,-1.0000,11/09/2012
SC,20102011,21,0025,009,SESC PRESCHOOL TAPPEN VALLEY,0.4074,11/09/2012
SC,20112012,21,0025,009,SESC PRESCHOOL TAPPEN VALLEY,0.3636,11/09/2012
SC,20122013,21,0025,009,NEW DISCOVERIES NORTH PRESCHOOL,-1.0000,09/10/2013
SC,20132014,21,0025,009,NEW DISCOVERIES NORTH PRESCHOOL,-1.0000,07/07/2014
SC,20142015,21,0025,009,NEW DISCOVERIES NORTH PRESCHOOL,-1.0000,06/23/2015
SC,20152016,21,0025,009,NEW DISCOVERIES NORTH PRESCHOOL,-1.0000,12/12/2016
SC,20122013,21,0025,010,NEW DISCOVERIES EAST PRESCHOOL,0.4516,09/10/2013
SC,20132014,21,0025,010,NEW DISCOVERIES PRESCHOOL,-1.0000,07/07/2014
SC,20142015,21,0025,010,NEW DISCOVERIES PRESCHOOL,-1.0000,06/23/2015
SC,20152016,21,0025,010,NEW DISCOVERIES PRESCHOOL,0.5500,12/12/2016
DI,20012002,21,0044,000,ANSLEY PUBLIC SCHOOLS,0.4058,11/09/2012
DI,20022003,21,0044,000,ANSLEY PUBLIC SCHOOLS,0.4493,11/09/2012
DI,20032004,21,0044,000,ANSLEY PUBLIC SCHOOLS,0.5980,11/09/2012
DI,20042005,21,0044,000,ANSLEY PUBLIC SCHOOLS,0.5797,11/09/2012
DI,20052006,21,0044,000,ANSLEY PUBLIC SCHOOLS,0.6298,11/09/2012
DI,20062007,21,0044,000,ANSLEY PUBLIC SCHOOLS,0.7220,11/09/2012
DI,20072008,21,0044,000,ANSLEY PUBLIC SCHOOLS,0.5220,11/09/2012
DI,20082009,21,0044,000,ANSLEY PUBLIC SCHOOLS,0.4794,11/09/2012
DI,20092010,21,0044,000,ANSLEY PUBLIC SCHOOLS,0.5275,11/09/2012
DI,20102011,21,0044,000,ANSLEY PUBLIC SCHOOLS,0.5061,11/09/2012
DI,20112012,21,0044,000,ANSLEY PUBLIC SCHOOLS,0.4125,11/09/2012
DI,20122013,21,0044,000,ANSLEY PUBLIC SCHOOLS,0.4000,09/10/2013
DI,20132014,21,0044,000,ANSLEY PUBLIC SCHOOLS,0.4762,07/07/2014
DI,20142015,21,0044,000,ANSLEY PUBLIC SCHOOLS,0.3938,06/23/2015
DI,20152016,21,0044,000,ANSLEY PUBLIC SCHOOLS,0.4304,12/12/2016
SC,20012002,21,0044,001,ANSLEY HIGH SCHOOL,0.4019,11/09/2012
SC,20022003,21,0044,001,ANSLEY HIGH SCHOOL,0.3762,11/09/2012
SC,20032004,21,0044,001,ANSLEY HIGH SCHOOL,0.5234,11/09/2012
SC,20042005,21,0044,001,ANSLEY HIGH SCHOOL,0.5714,11/09/2012
SC,20052006,21,0044,001,ANSLEY HIGH SCHOOL,0.6435,11/09/2012
SC,20062007,21,0044,001,ANSLEY HIGH SCHOOL,0.7458,11/09/2012
SC,20072008,21,0044,001,ANSLEY HIGH SCHOOL,0.5545,11/09/2012
SC,20082009,21,0044,001,ANSLEY HIGH SCHOOL,0.5052,11/09/2012
SC,20092010,21,0044,001,ANSLEY HIGH SCHOOL,0.5730,11/09/2012
SC,20102011,21,0044,001,ANSLEY HIGH SCHOOL,0.5227,11/09/2012
SC,20112012,21,0044,001,ANSLEY HIGH SCHOOL,0.4247,11/09/2012
SC,20122013,21,0044,001,ANSLEY HIGH SCHOOL,0.3333,09/10/2013
SC,20132014,21,0044,001,ANSLEY HIGH SCHOOL,0.4118,07/07/2014
SC,20142015,21,0044,001,ANSLEY HIGH SCHOOL,0.3286,06/23/2015
SC,20152016,21,0044,001,ANSLEY HIGH SCHOOL,0.4000,12/12/2016
SC,20012002,21,0044,002,ANSLEY ELEMENTARY SCHOOL,0.4100,11/09/2012
SC,20022003,21,0044,002,ANSLEY ELEMENTARY SCHOOL,0.5189,11/09/2012
SC,20032004,21,0044,002,ANSLEY ELEMENTARY SCHOOL,0.6804,11/09/2012
SC,20042005,21,0044,002,ANSLEY ELEMENTARY SCHOOL,0.5895,11/09/2012
SC,20052006,21,0044,002,ANSLEY ELEMENTARY SCHOOL,0.6129,11/09/2012
SC,20062007,21,0044,002,ANSLEY ELEMENTARY SCHOOL,0.6897,11/09/2012
SC,20072008,21,0044,002,ANSLEY ELEMENTARY SCHOOL,0.4842,11/09/2012
SC,20082009,21,0044,002,ANSLEY ELEMENTARY SCHOOL,0.4536,11/09/2012
SC,20092010,21,0044,002,ANSLEY ELEMENTARY SCHOOL,0.4839,11/09/2012
SC,20102011,21,0044,002,ANSLEY ELEMENTARY SCHOOL,0.4868,11/09/2012
SC,20112012,21,0044,002,ANSLEY ELEMENTARY SCHOOL,0.4023,11/09/2012
SC,20122013,21,0044,002,ANSLEY ELEMENTARY SCHOOL,0.4444,09/10/2013
SC,20132014,21,0044,002,ANSLEY ELEMENTARY SCHOOL,0.5200,07/07/2014
SC,20142015,21,0044,002,ANSLEY ELEMENTARY SCHOOL,0.4444,06/23/2015
SC,20152016,21,0044,002,ANSLEY ELEMENTARY SCHOOL,0.4578,12/12/2016
DI,20012002,21,0075,000,TAPPAN VALLEY PUBLIC SCHOOL,-1.0000,11/09/2012
DI,20022003,21,0075,000,TAPPAN VALLEY PUBLIC SCHOOL,-1.0000,11/09/2012
DI,20032004,21,0075,000,TAPPAN VALLEY PUBLIC SCHOOL,-1.0000,11/09/2012
DI,20042005,21,0075,000,TAPPAN VALLEY PUBLIC SCHOOL,-1.0000,11/09/2012
DI,20052006,21,0075,000,TAPPAN VALLEY PUBLIC SCHOOL,-1.0000,11/09/2012
SC,20012002,21,0075,001,TAPPAN VALLEY PUBLIC SCHOOL,-1.0000,11/09/2012
SC,20022003,21,0075,001,TAPPAN VALLEY PUBLIC SCHOOL,-1.0000,11/09/2012
SC,20032004,21,0075,001,TAPPAN VALLEY PUBLIC SCHOOL,-1.0000,11/09/2012
SC,20042005,21,0075,001,TAPPAN VALLEY PUBLIC SCHOOL,-1.0000,11/09/2012
SC,20052006,21,0075,001,TAPPAN VALLEY PUBLIC SCHOOL,-1.0000,11/09/2012
DI,20012002,21,0084,000,SARGENT PUBLIC SCHOOLS,0.4781,11/09/2012
DI,20022003,21,0084,000,SARGENT PUBLIC SCHOOLS,0.4010,11/09/2012
DI,20032004,21,0084,000,SARGENT PUBLIC SCHOOLS,0.4508,11/09/2012
DI,20042005,21,0084,000,SARGENT PUBLIC SCHOOLS,0.3822,11/09/2012
DI,20052006,21,0084,000,SARGENT PUBLIC SCHOOLS,0.3892,11/09/2012
DI,20062007,21,0084,000,SARGENT PUBLIC SCHOOLS,0.3920,11/09/2012
DI,20072008,21,0084,000,SARGENT PUBLIC SCHOOLS,0.4588,11/09/2012
DI,20082009,21,0084,000,SARGENT PUBLIC SCHOOLS,0.4438,11/09/2012
DI,20092010,21,0084,000,SARGENT PUBLIC SCHOOLS,0.3706,11/09/2012
DI,20102011,21,0084,000,SARGENT PUBLIC SCHOOLS,0.4444,11/09/2012
DI,20112012,21,0084,000,SARGENT PUBLIC SCHOOLS,0.3833,11/09/2012
DI,20122013,21,0084,000,SARGENT PUBLIC SCHOOLS,0.3687,09/10/2013
DI,20132014,21,0084,000,SARGENT PUBLIC SCHOOLS,0.3559,07/07/2014
DI,20142015,21,0084,000,SARGENT PUBLIC SCHOOLS,0.4389,06/23/2015
DI,20152016,21,0084,000,SARGENT PUBLIC SCHOOLS,0.5027,12/12/2016
SC,20012002,21,0084,001,SARGENT HIGH SCHOOL,0.4630,11/09/2012
SC,20022003,21,0084,001,SARGENT HIGH SCHOOL,0.3838,11/09/2012
SC,20032004,21,0084,001,SARGENT HIGH SCHOOL,0.4388,11/09/2012
SC,20042005,21,0084,001,SARGENT HIGH SCHOOL,0.3486,11/09/2012
SC,20052006,21,0084,001,SARGENT HIGH SCHOOL,0.3204,11/09/2012
SC,20062007,21,0084,001,SARGENT HIGH SCHOOL,0.3158,11/09/2012
SC,20072008,21,0084,001,SARGENT HIGH SCHOOL,0.3889,11/09/2012
SC,20082009,21,0084,001,SARGENT HIGH SCHOOL,0.3864,11/09/2012
SC,20092010,21,0084,001,SARGENT HIGH SCHOOL,0.3735,11/09/2012
SC,20102011,21,0084,001,SARGENT HIGH SCHOOL,0.4177,11/09/2012
SC,20112012,21,0084,001,SARGENT HIGH SCHOOL,0.3457,11/09/2012
SC,20122013,21,0084,001,SARGENT HIGH SCHOOL,0.3171,09/10/2013
SC,20132014,21,0084,001,SARGENT HIGH SCHOOL,0.2763,07/07/2014
SC,20142015,21,0084,001,SARGENT HIGH SCHOOL,0.3506,06/23/2015
SC,20152016,21,0084,001,SARGENT HIGH SCHOOL,0.4568,12/12/2016
SC,20012002,21,0084,002,SARGENT ELEMENTARY SCHOOL,0.4917,11/09/2012
SC,20022003,21,0084,002,SARGENT ELEMENTARY SCHOOL,0.4175,11/09/2012
