Type,School Year,County,District,School,Agency Name,FRL Percentage,DataAsOf 
SC,20042005,19,0059,001,HOWELLS JR/SR HIGH SCHOOL,0.2443,11/09/2012
SC,20052006,19,0059,001,HOWELLS JR/SR HIGH SCHOOL,0.2400,11/09/2012
SC,20062007,19,0059,001,HOWELLS JR/SR HIGH SCHOOL,0.1472,11/09/2012
SC,20072008,19,0059,001,HOWELLS JR/SR HIGH SCHOOL,0.1172,11/09/2012
SC,20082009,19,0059,001,HOWELLS JR/SR HIGH SCHOOL,0.1418,11/09/2012
SC,20092010,19,0059,001,HOWELLS JR/SR HIGH SCHOOL,0.1681,11/09/2012
SC,20102011,19,0059,001,HOWELLS JR/SR HIGH SCHOOL,0.1515,11/09/2012
SC,20012002,19,0059,003,HOWELLS ELEMENTARY SCHOOL,0.4839,11/09/2012
SC,20022003,19,0059,003,HOWELLS ELEMENTARY SCHOOL,0.5085,11/09/2012
SC,20032004,19,0059,003,HOWELLS ELEMENTARY SCHOOL,0.4426,11/09/2012
SC,20042005,19,0059,003,HOWELLS ELEMENTARY SCHOOL,0.3871,11/09/2012
SC,20052006,19,0059,003,HOWELLS ELEMENTARY SCHOOL,0.4800,11/09/2012
SC,20062007,19,0059,003,HOWELLS ELEMENTARY SCHOOL,0.5532,11/09/2012
SC,20072008,19,0059,003,HOWELLS ELEMENTARY SCHOOL,0.4082,11/09/2012
SC,20082009,19,0059,003,HOWELLS ELEMENTARY SCHOOL,0.4107,11/09/2012
SC,20092010,19,0059,003,HOWELLS ELEMENTARY SCHOOL,0.5106,11/09/2012
SC,20102011,19,0059,003,HOWELLS ELEMENTARY SCHOOL,0.4510,11/09/2012
DI,20122013,19,0070,000,HOWELLS-DODGE CONSOLIDATED SCHOOLS,0.3193,09/10/2013
DI,20132014,19,0070,000,HOWELLS-DODGE CONSOLIDATED SCHOOLS,0.3250,07/07/2014
DI,20142015,19,0070,000,HOWELLS-DODGE CONSOLIDATED SCHOOLS,0.2932,06/23/2015
DI,20152016,19,0070,000,HOWELLS-DODGE CONSOLIDATED SCHOOLS,0.2479,12/12/2016
SC,20122013,19,0070,001,HOWELLS SENIOR HIGH SCHOOL,0.2473,09/10/2013
SC,20132014,19,0070,001,HOWELLS SENIOR HIGH SCHOOL,0.2688,07/07/2014
SC,20142015,19,0070,001,HOWELLS SENIOR HIGH SCHOOL,0.2473,06/23/2015
SC,20152016,19,0070,001,HOWELLS SENIOR HIGH SCHOOL,0.2323,12/12/2016
SC,20122013,19,0070,002,HOWELLS ELEMENTARY SCHOOL,0.2979,09/10/2013
SC,20132014,19,0070,002,HOWELLS ELEMENTARY SCHOOL,0.2500,07/07/2014
SC,20142015,19,0070,002,HOWELLS-DODGE ELEMENTARY SCHOOL/HOWELLS,0.1887,06/23/2015
SC,20152016,19,0070,002,HOWELLS-DODGE ELEMENTARY SCHOOL/HOWELLS,-1.0000,12/12/2016
SC,20122013,19,0070,003,DODGE ELEMENTARY SCHOOL,0.3980,09/10/2013
SC,20132014,19,0070,003,DODGE ELEMENTARY SCHOOL,0.4078,07/07/2014
SC,20142015,19,0070,003,HOWELLS-DODGE ELEMENTARY SCHOOL/DODGE,0.3883,06/23/2015
SC,20152016,19,0070,003,HOWELLS-DODGE ELEMENTARY SCHOOL/DODGE,0.4500,12/12/2016
DI,20012002,19,0123,000,SCHUYLER CENTRAL HIGH SCHOOL,0.2143,11/09/2012
DI,20022003,19,0123,000,SCHUYLER CENTRAL HIGH SCHOOL,0.3267,11/09/2012
DI,20032004,19,0123,000,SCHUYLER CENTRAL HIGH SCHOOL,0.4565,11/09/2012
DI,20042005,19,0123,000,SCHUYLER CENTRAL HIGH SCHOOL,0.5286,11/09/2012
DI,20052006,19,0123,000,SCHUYLER CENTRAL HIGH SCHOOL,0.5191,11/09/2012
DI,20062007,19,0123,000,SCHUYLER COMMUNITY SCHOOLS,0.5948,11/09/2012
DI,20072008,19,0123,000,SCHUYLER COMMUNITY SCHOOLS,0.6228,11/09/2012
DI,20082009,19,0123,000,SCHUYLER COMMUNITY SCHOOLS,0.6333,11/09/2012
DI,20092010,19,0123,000,SCHUYLER COMMUNITY SCHOOLS,0.6898,11/09/2012
DI,20102011,19,0123,000,SCHUYLER COMMUNITY SCHOOLS,0.7271,11/09/2012
DI,20112012,19,0123,000,SCHUYLER COMMUNITY SCHOOLS,0.7021,11/09/2012
DI,20122013,19,0123,000,SCHUYLER COMMUNITY SCHOOLS,0.6268,09/10/2013
DI,20132014,19,0123,000,SCHUYLER COMMUNITY SCHOOLS,0.7377,07/07/2014
DI,20142015,19,0123,000,SCHUYLER COMMUNITY SCHOOLS,0.7659,06/23/2015
DI,20152016,19,0123,000,SCHUYLER COMMUNITY SCHOOLS,0.7819,12/12/2016
SC,20012002,19,0123,001,SCHUYLER CENTRAL HIGH SCHOOL,0.2143,11/09/2012
SC,20022003,19,0123,001,SCHUYLER CENTRAL HIGH SCHOOL,0.3267,11/09/2012
SC,20032004,19,0123,001,SCHUYLER CENTRAL HIGH SCHOOL,0.4565,11/09/2012
SC,20042005,19,0123,001,SCHUYLER CENTRAL HIGH SCHOOL,0.5286,11/09/2012
SC,20052006,19,0123,001,SCHUYLER CENTRAL HIGH SCHOOL,0.5191,11/09/2012
SC,20062007,19,0123,001,SCHUYLER CENTRAL HIGH SCHOOL,0.5110,11/09/2012
SC,20072008,19,0123,001,SCHUYLER CENTRAL HIGH SCHOOL,0.5278,11/09/2012
SC,20082009,19,0123,001,SCHUYLER CENTRAL HIGH SCHOOL,0.5213,11/09/2012
SC,20092010,19,0123,001,SCHUYLER CENTRAL HIGH SCHOOL,0.6023,11/09/2012
SC,20102011,19,0123,001,SCHUYLER CENTRAL HIGH SCHOOL,0.6362,11/09/2012
SC,20112012,19,0123,001,SCHUYLER CENTRAL HIGH SCHOOL,0.5866,11/09/2012
SC,20122013,19,0123,001,SCHUYLER CENTRAL HIGH SCHOOL,0.5982,09/10/2013
SC,20132014,19,0123,001,SCHUYLER CENTRAL HIGH SCHOOL,0.7489,07/07/2014
SC,20142015,19,0123,001,SCHUYLER CENTRAL HIGH SCHOOL,0.7747,06/23/2015
SC,20152016,19,0123,001,SCHUYLER CENTRAL HIGH SCHOOL,0.8024,12/12/2016
SC,20062007,19,0123,002,RICHLAND ELEMENTARY SCHOOL,-1.0000,11/09/2012
SC,20072008,19,0123,002,RICHLAND ELEMENTARY SCHOOL,0.2368,11/09/2012
SC,20082009,19,0123,002,RICHLAND ELEMENTARY SCHOOL,0.2593,11/09/2012
SC,20092010,19,0123,002,RICHLAND ELEMENTARY SCHOOL,0.2152,11/09/2012
SC,20102011,19,0123,002,RICHLAND ELEMENTARY SCHOOL,0.3333,11/09/2012
SC,20112012,19,0123,002,RICHLAND ELEMENTARY SCHOOL,0.3559,11/09/2012
SC,20122013,19,0123,002,RICHLAND ELEMENTARY SCHOOL,-1.0000,09/10/2013
SC,20132014,19,0123,002,RICHLAND ELEMENTARY SCHOOL,0.2973,07/07/2014
SC,20142015,19,0123,002,RICHLAND ELEMENTARY SCHOOL,0.3421,06/23/2015
SC,20152016,19,0123,002,RICHLAND ELEMENTARY SCHOOL,0.4516,12/12/2016
SC,20062007,19,0123,003,SCHUYLER NORTH WARD ELEMENTARY,0.7706,11/09/2012
SC,20072008,19,0123,003,SCHUYLER NORTH WARD ELEMENTARY,0.7800,11/09/2012
SC,20082009,19,0123,003,SCHUYLER NORTH WARD ELEMENTARY,0.8194,11/09/2012
SC,20092010,19,0123,003,SCHUYLER ELEMENTARY SCHOOL,0.8449,11/09/2012
SC,20102011,19,0123,003,SCHUYLER ELEMENTARY SCHOOL,0.8224,11/09/2012
SC,20112012,19,0123,003,SCHUYLER ELEMENTARY SCHOOL,0.8226,11/09/2012
SC,20122013,19,0123,003,SCHUYLER ELEMENTARY SCHOOL,0.7497,09/10/2013
SC,20132014,19,0123,003,SCHUYLER ELEMENTARY SCHOOL,0.8688,07/07/2014
SC,20142015,19,0123,003,SCHUYLER ELEMENTARY SCHOOL,0.8609,06/23/2015
SC,20152016,19,0123,003,SCHUYLER ELEMENTARY SCHOOL,0.8627,12/12/2016
SC,20062007,19,0123,004,SCHUYLER WEST WARD ELEMENTARY,0.7222,11/09/2012
SC,20072008,19,0123,004,SCHUYLER WEST WARD ELEMENTARY,0.7192,11/09/2012
SC,20082009,19,0123,004,SCHUYLER WEST WARD ELEMENTARY,0.7147,11/09/2012
SC,20062007,19,0123,005,SCHUYLER ELEMENTARY-FISHER'S,-1.0000,11/09/2012
SC,20072008,19,0123,005,SCHUYLER ELEMENTARY-FISHER'S,-1.0000,11/09/2012
SC,20082009,19,0123,005,SCHUYLER ELEMENTARY-FISHER'S,-1.0000,11/09/2012
SC,20092010,19,0123,005,SCHUYLER ELEMENTARY-FISHER'S,-1.0000,11/09/2012
SC,20102011,19,0123,005,SCHUYLER ELEMENTARY-FISHER'S,-1.0000,11/09/2012
SC,20112012,19,0123,005,SCHUYLER ELEMENTARY-FISHER'S,-1.0000,11/09/2012
SC,20122013,19,0123,005,SCHUYLER ELEMENTARY-FISHER'S,-1.0000,09/10/2013
SC,20132014,19,0123,005,SCHUYLER ELEMENTARY-FISHER'S,0.2192,07/07/2014
SC,20142015,19,0123,005,SCHUYLER ELEMENTARY-FISHER'S,0.2239,06/23/2015
SC,20152016,19,0123,005,SCHUYLER ELEMENTARY-FISHER'S,0.3971,12/12/2016
SC,20062007,19,0123,006,SCHUYLER ELEMENTARY 4R,-1.0000,11/09/2012
SC,20072008,19,0123,006,SCHUYLER ELEMENTARY 4R,0.3235,11/09/2012
SC,20082009,19,0123,006,SCHUYLER ELEMENTARY 4R,0.3171,11/09/2012
SC,20092010,19,0123,006,SCHUYLER ELEMENTARY 4R,0.4074,11/09/2012
SC,20102011,19,0123,006,SCHUYLER ELEMENTARY 4R,0.3846,11/09/2012
SC,20112012,19,0123,006,SCHUYLER ELEMENTARY 4R,0.4400,11/09/2012
SC,20122013,19,0123,006,SCHUYLER ELEMENTARY 4R,-1.0000,09/10/2013
SC,20062007,19,0123,007,SCHUYLER ELEMENTARY-GARFIELD,-1.0000,11/09/2012
SC,20072008,19,0123,007,SCHUYLER ELEMENTARY-GARFIELD,-1.0000,11/09/2012
SC,20092010,19,0123,008,SCHUYLER MIDDLE SCHOOL,0.7782,11/09/2012
SC,20102011,19,0123,008,SCHUYLER MIDDLE SCHOOL,0.7930,11/09/2012
SC,20112012,19,0123,008,SCHUYLER MIDDLE SCHOOL,0.7401,11/09/2012
SC,20122013,19,0123,008,SCHUYLER MIDDLE SCHOOL,0.7370,09/10/2013
SC,20132014,19,0123,008,SCHUYLER MIDDLE SCHOOL,0.8145,07/07/2014
SC,20142015,19,0123,008,SCHUYLER MIDDLE SCHOOL,0.8479,06/23/2015
SC,20152016,19,0123,008,SCHUYLER MIDDLE SCHOOL,0.8681,12/12/2016
SC,20092010,19,0123,009,NORTH WARD PREKINDERGARTEN,0.1515,11/09/2012
SC,20102011,19,0123,009,NORTH WARD PREKINDERGARTEN,0.8485,11/09/2012
SC,20112012,19,0123,009,NORTH WARD PREKINDERGARTEN,0.7761,11/09/2012
SC,20122013,19,0123,009,NORTH WARD PREKINDERGARTEN,0.2673,09/10/2013
SC,20132014,19,0123,009,NORTH WARD PREKINDERGARTEN,0.4623,07/07/2014
SC,20142015,19,0123,009,NORTH WARD PREKINDERGARTEN,0.5412,06/23/2015
SC,20152016,19,0123,009,NORTH WARD PREKINDERGARTEN,0.4494,12/12/2016
SC,20092010,19,0123,010,SCHUYLER HEADSTART,0.9737,11/09/2012
SC,20102011,19,0123,010,SCHUYLER HEADSTART,0.9737,11/09/2012
SC,20112012,19,0123,010,SCHUYLER HEADSTART,0.9545,11/09/2012
SC,20122013,19,0123,010,SCHUYLER HEADSTART,0.3457,09/10/2013
SC,20132014,19,0123,010,SCHUYLER HEADSTART,0.3603,07/07/2014
SC,20142015,19,0123,010,SCHUYLER HEADSTART,0.4123,06/23/2015
SC,20152016,19,0123,010,SCHUYLER HEADSTART,0.4252,12/12/2016
DI,20012002,19,0501,000,DIST 501 - COLFAX COUNTY,-1.0000,11/09/2012
DI,20022003,19,0501,000,DIST 501 - COLFAX COUNTY,-1.0000,11/09/2012
SC,20012002,19,0501,001,DIST 501 - COLFAX COUNTY,-1.0000,11/09/2012
SC,20022003,19,0501,001,DIST 501 - COLFAX COUNTY,-1.0000,11/09/2012
DI,20012002,19,0504,000,DIST 504 - COLFAX COUNTY,0.2941,11/09/2012
DI,20022003,19,0504,000,DIST 504 - COLFAX COUNTY,-1.0000,11/09/2012
DI,20032004,19,0504,000,DIST 504 - COLFAX COUNTY,0.2766,11/09/2012
DI,20042005,19,0504,000,DIST 504 - COLFAX COUNTY,-1.0000,11/09/2012
DI,20052006,19,0504,000,DIST 504 - COLFAX COUNTY,-1.0000,11/09/2012
SC,20012002,19,0504,001,DIST 504 - COLFAX COUNTY,0.2941,11/09/2012
SC,20022003,19,0504,001,DIST 504 - COLFAX COUNTY,-1.0000,11/09/2012
SC,20032004,19,0504,001,DIST 504 - COLFAX COUNTY,0.2766,11/09/2012
SC,20042005,19,0504,001,DIST 504 - COLFAX COUNTY,-1.0000,11/09/2012
SC,20052006,19,0504,001,DIST 504 - COLFAX COUNTY,-1.0000,11/09/2012
DI,20012002,19,0505,000,DIST 505 - COLFAX COUNTY,-1.0000,11/09/2012
DI,20022003,19,0505,000,DIST 505 - COLFAX COUNTY,-1.0000,11/09/2012
DI,20032004,19,0505,000,DIST 505 - COLFAX COUNTY,-1.0000,11/09/2012
DI,20042005,19,0505,000,DIST 505 - COLFAX COUNTY,-1.0000,11/09/2012
DI,20052006,19,0505,000,DIST 505 - COLFAX COUNTY,-1.0000,11/09/2012
SC,20012002,19,0505,001,DIST 505 - COLFAX COUNTY,-1.0000,11/09/2012
SC,20022003,19,0505,001,DIST 505 - COLFAX COUNTY,-1.0000,11/09/2012
SC,20032004,19,0505,001,DIST 505 - COLFAX COUNTY,-1.0000,11/09/2012
SC,20042005,19,0505,001,DIST 505 - COLFAX COUNTY,-1.0000,11/09/2012
SC,20052006,19,0505,001,DIST 505 - COLFAX COUNTY,-1.0000,11/09/2012
DI,20112012,19,2001,000,DODGE-HOWELLS UNIFIED SCHOOL DISTRICT,0.3217,11/09/2012
SC,20112012,19,2001,001,HOWELLS JR/SR HIGH SCHOOL,0.2020,11/09/2012
SC,20112012,19,2001,002,DODGE HIGH SCHOOL,0.3509,11/09/2012
SC,20112012,19,2001,003,HOWELLS ELEMENTARY SCHOOL,0.3167,11/09/2012
SC,20112012,19,2001,004,DODGE ELEMENTARY SCHOOL,0.5714,11/09/2012
DI,20012002,20,0001,000,WEST POINT PUBLIC SCHOOLS,0.4241,11/09/2012
DI,20022003,20,0001,000,WEST POINT PUBLIC SCHOOLS,0.4583,11/09/2012
DI,20032004,20,0001,000,WEST POINT PUBLIC SCHOOLS,0.4419,11/09/2012
DI,20042005,20,0001,000,WEST POINT PUBLIC SCHOOLS,0.5287,11/09/2012
DI,20052006,20,0001,000,WEST POINT PUBLIC SCHOOLS,0.5577,11/09/2012
DI,20062007,20,0001,000,WEST POINT PUBLIC SCHOOLS,0.5229,11/09/2012
DI,20072008,20,0001,000,WEST POINT PUBLIC SCHOOLS,0.4952,11/09/2012
DI,20082009,20,0001,000,WEST POINT PUBLIC SCHOOLS,0.4685,11/09/2012
DI,20092010,20,0001,000,WEST POINT PUBLIC SCHOOLS,0.5152,11/09/2012
DI,20102011,20,0001,000,WEST POINT PUBLIC SCHOOLS,0.5448,11/09/2012
DI,20112012,20,0001,000,WEST POINT PUBLIC SCHOOLS,0.5149,11/09/2012
DI,20122013,20,0001,000,WEST POINT PUBLIC SCHOOLS,0.5230,09/10/2013
DI,20132014,20,0001,000,WEST POINT PUBLIC SCHOOLS,0.5375,07/07/2014
DI,20142015,20,0001,000,WEST POINT PUBLIC SCHOOLS,0.5593,06/23/2015
DI,20152016,20,0001,000,WEST POINT PUBLIC SCHOOLS,0.5505,12/12/2016
SC,20012002,20,0001,001,WEST POINT HIGH SCHOOL,0.3117,11/09/2012
SC,20022003,20,0001,001,WEST POINT HIGH SCHOOL,0.3743,11/09/2012
SC,20032004,20,0001,001,WEST POINT HIGH SCHOOL,0.3636,11/09/2012
SC,20042005,20,0001,001,WEST POINT HIGH SCHOOL,0.4306,11/09/2012
SC,20052006,20,0001,001,WEST POINT-BEEMER JR/SR HIGH,0.4841,11/09/2012
SC,20062007,20,0001,001,WEST POINT-BEEMER JR/SR HIGH,0.4706,11/09/2012
SC,20072008,20,0001,001,WEST POINT-BEEMER JR/SR HIGH,0.4373,11/09/2012
SC,20082009,20,0001,001,WEST POINT-BEEMER JR/SR HIGH,0.4006,11/09/2012
SC,20092010,20,0001,001,WEST POINT-BEEMER JR/SR HIGH,0.5000,11/09/2012
SC,20102011,20,0001,001,WEST POINT-BEEMER JR/SR HIGH,0.5398,11/09/2012
SC,20112012,20,0001,001,WEST POINT-BEEMER HIGH SCHOOL,0.4766,11/09/2012
SC,20122013,20,0001,001,WEST POINT-BEEMER HIGH SCHOOL,0.4828,09/10/2013
SC,20132014,20,0001,001,WEST POINT-BEEMER HIGH SCHOOL,0.4648,07/07/2014
SC,20142015,20,0001,001,WEST POINT-BEEMER HIGH SCHOOL,0.5134,06/23/2015
SC,20152016,20,0001,001,WEST POINT-BEEMER HIGH SCHOOL,0.4421,12/12/2016
SC,20012002,20,0001,002,WEST POINT ELEMENTARY SCHOOL,0.5373,11/09/2012
SC,20022003,20,0001,002,WEST POINT ELEMENTARY SCHOOL,0.5434,11/09/2012
SC,20032004,20,0001,002,WEST POINT ELEMENTARY SCHOOL,0.5198,11/09/2012
SC,20042005,20,0001,002,WEST POINT ELEMENTARY SCHOOL,0.6290,11/09/2012
SC,20052006,20,0001,002,WEST POINT ELEMENTARY SCHOOL,0.6366,11/09/2012
SC,20062007,20,0001,002,WEST POINT ELEMENTARY SCHOOL,0.5780,11/09/2012
SC,20072008,20,0001,002,WEST POINT ELEMENTARY SCHOOL,0.5513,11/09/2012
SC,20082009,20,0001,002,WEST POINT ELEMENTARY SCHOOL,0.5214,11/09/2012
SC,20092010,20,0001,002,WEST POINT ELEMENTARY SCHOOL,0.5470,11/09/2012
SC,20102011,20,0001,002,WEST POINT ELEMENTARY SCHOOL,0.5704,11/09/2012
SC,20112012,20,0001,002,WEST POINT ELEMENTARY SCHOOL,0.5605,11/09/2012
SC,20122013,20,0001,002,WEST POINT ELEMENTARY SCHOOL,0.5709,09/10/2013
SC,20132014,20,0001,002,WEST POINT ELEMENTARY SCHOOL,0.5493,07/07/2014
SC,20142015,20,0001,002,WEST POINT ELEMENTARY SCHOOL,0.5891,06/23/2015
SC,20152016,20,0001,002,WEST POINT ELEMENTARY SCHOOL,0.6203,12/12/2016
SC,20062007,20,0001,003,BEEMER ELEMENTARY SCHOOL,0.5070,11/09/2012
SC,20072008,20,0001,003,BEEMER ELEMENTARY SCHOOL,0.4800,11/09/2012
SC,20082009,20,0001,003,BEEMER ELEMENTARY SCHOOL,0.4868,11/09/2012
SC,20092010,20,0001,003,BEEMER ELEMENTARY SCHOOL,0.3684,11/09/2012
SC,20102011,20,0001,003,BEEMER ELEMENTARY SCHOOL,0.3818,11/09/2012
SC,20112012,20,0001,003,BEEMER ELEMENTARY SCHOOL,0.4923,11/09/2012
SC,20122013,20,0001,003,BEEMER ELEMENTARY SCHOOL,0.5000,09/10/2013
SC,20132014,20,0001,003,BEEMER ELEMENTARY SCHOOL,0.4789,07/07/2014
SC,20142015,20,0001,003,BEEMER ELEMENTARY SCHOOL,0.3542,06/23/2015
SC,20152016,20,0001,003,BEEMER ELEMENTARY SCHOOL,0.4857,12/12/2016
SC,20112012,20,0001,004,WEST POINT - BEEMER MIDDLE SCHOOL,0.4978,11/09/2012
SC,20122013,20,0001,004,WEST POINT - BEEMER MIDDLE SCHOOL,0.5144,09/10/2013
SC,20132014,20,0001,004,WEST POINT - BEEMER MIDDLE SCHOOL,0.6217,07/07/2014
SC,20142015,20,0001,004,WEST POINT - BEEMER MIDDLE SCHOOL,0.6157,06/23/2015
SC,20152016,20,0001,004,WEST POINT - BEEMER MIDDLE SCHOOL,0.5939,12/12/2016
DI,20012002,20,0020,000,BANCROFT-ROSALIE COMM SCHOOLS,0.3649,11/09/2012
DI,20022003,20,0020,000,BANCROFT-ROSALIE COMM SCHOOLS,0.3231,11/09/2012
DI,20032004,20,0020,000,BANCROFT-ROSALIE COMM SCHOOLS,0.3775,11/09/2012
DI,20042005,20,0020,000,BANCROFT-ROSALIE COMM SCHOOLS,0.4407,11/09/2012
DI,20052006,20,0020,000,BANCROFT-ROSALIE COMM SCHOOLS,0.4040,11/09/2012
DI,20062007,20,0020,000,BANCROFT-ROSALIE COMM SCHOOLS,0.3914,11/09/2012
DI,20072008,20,0020,000,BANCROFT-ROSALIE COMM SCHOOLS,0.3910,11/09/2012
DI,20082009,20,0020,000,BANCROFT-ROSALIE COMM SCHOOLS,0.4470,11/09/2012
DI,20092010,20,0020,000,BANCROFT-ROSALIE COMM SCHOOLS,0.4537,11/09/2012
DI,20102011,20,0020,000,BANCROFT-ROSALIE COMM SCHOOLS,0.3980,11/09/2012
DI,20112012,20,0020,000,BANCROFT-ROSALIE COMM SCHOOLS,0.3849,11/09/2012
DI,20122013,20,0020,000,BANCROFT-ROSALIE COMM SCHOOLS,0.4265,09/10/2013
DI,20132014,20,0020,000,BANCROFT-ROSALIE COMM SCHOOLS,0.3536,07/07/2014
DI,20142015,20,0020,000,BANCROFT-ROSALIE COMM SCHOOLS,0.4207,06/23/2015
DI,20152016,20,0020,000,BANCROFT-ROSALIE COMM SCHOOLS,0.4075,12/12/2016
SC,20012002,20,0020,001,HIGH SCHOOL AT BANCROFT,0.4206,11/09/2012
SC,20022003,20,0020,001,HIGH SCHOOL AT BANCROFT,0.2710,11/09/2012
SC,20032004,20,0020,001,HIGH SCHOOL AT BANCROFT,0.3628,11/09/2012
SC,20042005,20,0020,001,HIGH SCHOOL AT BANCROFT,0.4273,11/09/2012
SC,20052006,20,0020,001,HIGH SCHOOL AT BANCROFT,0.3021,11/09/2012
SC,20062007,20,0020,001,HIGH SCHOOL AT BANCROFT,0.2885,11/09/2012
SC,20072008,20,0020,001,HIGH SCHOOL AT BANCROFT,0.2692,11/09/2012
SC,20082009,20,0020,001,HIGH SCHOOL AT BANCROFT,0.3796,11/09/2012
SC,20092010,20,0020,001,HIGH SCHOOL AT BANCROFT,0.4000,11/09/2012
SC,20102011,20,0020,001,HIGH SCHOOL AT BANCROFT,0.3563,11/09/2012
SC,20112012,20,0020,001,BANCROFT-ROSALIE JR/SR HIGH SCHOOL,0.4016,11/09/2012
SC,20122013,20,0020,001,BANCROFT-ROSALIE JR/SR HIGH SCHOOL,0.4314,09/10/2013
SC,20132014,20,0020,001,BANCROFT-ROSALIE JR/SR HIGH SCHOOL,0.3738,07/07/2014
SC,20142015,20,0020,001,BANCROFT-ROSALIE JR/SR HIGH SCHOOL,0.4495,06/23/2015
SC,20152016,20,0020,001,BANCROFT-ROSALIE JR/SR HIGH SCHOOL,0.4123,12/12/2016
SC,20012002,20,0020,005,JUNIOR HIGH SCH AT BANCROFT,0.3333,11/09/2012
SC,20022003,20,0020,005,JUNIOR HIGH SCH AT BANCROFT,0.3774,11/09/2012
SC,20032004,20,0020,005,JUNIOR HIGH SCH AT BANCROFT,0.3529,11/09/2012
SC,20042005,20,0020,005,JUNIOR HIGH SCH AT BANCROFT,0.3864,11/09/2012
SC,20052006,20,0020,005,JUNIOR HIGH SCH AT BANCROFT,0.3478,11/09/2012
SC,20062007,20,0020,005,JUNIOR HIGH SCH AT BANCROFT,0.4407,11/09/2012
SC,20072008,20,0020,005,JUNIOR HIGH SCH AT BANCROFT,0.4898,11/09/2012
SC,20082009,20,0020,005,JUNIOR HIGH SCH AT BANCROFT,0.4167,11/09/2012
SC,20092010,20,0020,005,JUNIOR HIGH SCH AT BANCROFT,0.4250,11/09/2012
SC,20102011,20,0020,005,JUNIOR HIGH SCH AT BANCROFT,0.3824,11/09/2012
SC,20012002,20,0020,006,ELEMENTARY SCHOOL AT BANCROFT,0.3333,11/09/2012
SC,20022003,20,0020,006,ELEMENTARY SCHOOL AT BANCROFT,0.3433,11/09/2012
SC,20032004,20,0020,006,ELEMENTARY SCHOOL AT BANCROFT,0.3986,11/09/2012
SC,20042005,20,0020,006,ELEMENTARY SCHOOL AT BANCROFT,0.4681,11/09/2012
SC,20052006,20,0020,006,ELEMENTARY SCHOOL AT BANCROFT,0.4813,11/09/2012
SC,20062007,20,0020,006,ELEMENTARY SCHOOL AT BANCROFT,0.4390,11/09/2012
SC,20072008,20,0020,006,ELEMENTARY SCHOOL AT BANCROFT,0.4403,11/09/2012
SC,20082009,20,0020,006,ELEMENTARY SCHOOL AT BANCROFT,0.5000,11/09/2012
SC,20092010,20,0020,006,ELEMENTARY SCHOOL AT BANCROFT,0.4913,11/09/2012
SC,20102011,20,0020,006,ELEMENTARY SCHOOL AT BANCROFT,0.4220,11/09/2012
SC,20112012,20,0020,006,BANCROFT-ROSALIE ELEMENTARY SCHOOL,0.3728,11/09/2012
SC,20122013,20,0020,006,BANCROFT-ROSALIE ELEMENTARY SCHOOL,0.4235,09/10/2013
SC,20132014,20,0020,006,BANCROFT-ROSALIE ELEMENTARY SCHOOL,0.3397,07/07/2014
SC,20142015,20,0020,006,BANCROFT-ROSALIE ELEMENTARY SCHOOL,0.4012,06/23/2015
SC,20152016,20,0020,006,BANCROFT-ROSALIE ELEMENTARY SCHOOL,0.4040,12/12/2016
DI,20012002,20,0030,000,WISNER-PILGER PUBLIC SCHOOLS,0.3679,11/09/2012
DI,20022003,20,0030,000,WISNER-PILGER PUBLIC SCHOOLS,0.3472,11/09/2012
DI,20032004,20,0030,000,WISNER-PILGER PUBLIC SCHOOLS,0.3870,11/09/2012
DI,20042005,20,0030,000,WISNER-PILGER PUBLIC SCHOOLS,0.2913,11/09/2012
DI,20052006,20,0030,000,WISNER-PILGER PUBLIC SCHOOLS,0.3282,11/09/2012
DI,20062007,20,0030,000,WISNER-PILGER PUBLIC SCHOOLS,0.3253,11/09/2012
DI,20072008,20,0030,000,WISNER-PILGER PUBLIC SCHOOLS,0.3585,11/09/2012
DI,20082009,20,0030,000,WISNER-PILGER PUBLIC SCHOOLS,0.3411,11/09/2012
DI,20092010,20,0030,000,WISNER-PILGER PUBLIC SCHOOLS,0.3868,11/09/2012
DI,20102011,20,0030,000,WISNER-PILGER PUBLIC SCHOOLS,0.4109,11/09/2012
DI,20112012,20,0030,000,WISNER-PILGER PUBLIC SCHOOLS,0.3875,11/09/2012
DI,20122013,20,0030,000,WISNER-PILGER PUBLIC SCHOOLS,0.3946,09/10/2013
DI,20132014,20,0030,000,WISNER-PILGER PUBLIC SCHOOLS,0.4320,07/07/2014
DI,20142015,20,0030,000,WISNER-PILGER PUBLIC SCHOOLS,0.4549,06/23/2015
DI,20152016,20,0030,000,WISNER-PILGER PUBLIC SCHOOLS,0.4158,12/12/2016
SC,20012002,20,0030,001,HIGH SCHOOL AT WISNER,0.3100,11/09/2012
SC,20022003,20,0030,001,HIGH SCHOOL AT WISNER,0.3154,11/09/2012
SC,20032004,20,0030,001,HIGH SCHOOL AT WISNER,0.3650,11/09/2012
SC,20042005,20,0030,001,HIGH SCHOOL AT WISNER,0.2724,11/09/2012
SC,20052006,20,0030,001,HIGH SCHOOL AT WISNER,0.3125,11/09/2012
SC,20062007,20,0030,001,HIGH SCHOOL AT WISNER,0.3066,11/09/2012
SC,20072008,20,0030,001,HIGH SCHOOL AT WISNER,0.3346,11/09/2012
SC,20082009,20,0030,001,HIGH SCHOOL AT WISNER,0.3147,11/09/2012
